NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE10_2024_40M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2025-01-08
STATION NAME: site10
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7181 N 
LONGITUDE:86.1436 W 
ALTITUDE:223 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:40m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2024-01-01 00:00:00
DATASET END DATE: 2024-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std(ppm) unc(ppm) CH4(ppb) std(ppb) unc(ppb) CO(ppb) std(ppb) unc(ppb) #pts Flag H2O(percent) 
site10 CFADS2234   40   1.0400   1.0810  2024    1   1   439.39     1.28     NaN   2081.2     6.16     NaN     NaN    NaN     NaN     786  1  0.030
site10 CFADS2234   40   1.0810   1.1230  2024    1   2   438.78     0.40     NaN   2077.3     2.04     NaN     NaN    NaN     NaN     786  1  0.030
site10 CFADS2234   40   1.1230   1.1650  2024    1   3   439.73     0.87     NaN   2082.1     5.29     NaN     NaN    NaN     NaN     784  1  0.030
site10 CFADS2234   40   1.1650   1.2060  2024    1   4   442.02     0.81     NaN   2119.1    27.29     NaN     NaN    NaN     NaN     783  1  0.030
site10 CFADS2234   40   1.2060   1.2480  2024    1   5   440.78     1.08     NaN   2109.4    32.35     NaN     NaN    NaN     NaN     784  1  0.030
site10 CFADS2234   40   1.2480   1.2900  2024    1   6   439.90     1.70     NaN   2209.9   131.53     NaN     NaN    NaN     NaN     782  1  0.030
site10 CFADS2234   40   1.2900   1.3310  2024    1   7   436.48     0.61     NaN   2057.1     2.40     NaN     NaN    NaN     NaN     653  1  0.030
site10 CFADS2234   40   1.3310   1.3730  2024    1   8   436.54     0.35     NaN   2051.5     1.40     NaN     NaN    NaN     NaN     788  1  0.030
site10 CFADS2234   40   1.3730   1.4150  2024    1   9   437.16     0.42     NaN   2053.7     1.73     NaN     NaN    NaN     NaN     788  1  0.030
site10 CFADS2234   40   1.4150   1.4560  2024    1  10   437.06     0.45     NaN   2053.7     1.90     NaN     NaN    NaN     NaN     786  1  0.030
site10 CFADS2234   40   1.4560   1.4980  2024    1  11   437.03     0.61     NaN   2054.5     3.81     NaN     NaN    NaN     NaN     788  1  0.030
site10 CFADS2234   40   1.4980   1.5400  2024    1  12   437.73     0.75     NaN   2060.3     2.74     NaN     NaN    NaN     NaN     788  1  0.030
site10 CFADS2234   40   1.5400   1.5810  2024    1  13   438.70     1.17     NaN   2063.7     5.78     NaN     NaN    NaN     NaN     787  1  0.030
site10 CFADS2234   40   1.5810   1.6230  2024    1  14   440.53     0.55     NaN   2077.6     3.35     NaN     NaN    NaN     NaN     787  1  0.030
site10 CFADS2234   40   1.6230   1.6650  2024    1  15   441.45     0.47     NaN   2087.6     3.17     NaN     NaN    NaN     NaN     788  1  0.030
site10 CFADS2234   40   1.6650   1.7060  2024    1  16   441.28     0.80     NaN   2092.6     2.52     NaN     NaN    NaN     NaN     786  1  0.030
site10 CFADS2234   40   1.7060   1.7480  2024    1  17   440.91     0.96     NaN   2091.7     4.15     NaN     NaN    NaN     NaN     788  1  0.030
site10 CFADS2234   40   1.7480   1.7900  2024    1  18   440.57     0.98     NaN   2095.8     5.56     NaN     NaN    NaN     NaN     790  1  0.030
site10 CFADS2234   40   1.7900   1.8310  2024    1  19   437.12     1.80     NaN   2068.3    12.78     NaN     NaN    NaN     NaN     791  1  0.030
site10 CFADS2234   40   1.8310   1.8730  2024    1  20   437.00     1.43     NaN   2063.0     7.08     NaN     NaN    NaN     NaN     788  1  0.030
site10 CFADS2234   40   1.8730   1.9150  2024    1  21   436.29     0.82     NaN   2057.2     4.11     NaN     NaN    NaN     NaN     789  1  0.030
site10 CFADS2234   40   1.9150   1.9560  2024    1  22   436.36     1.37     NaN   2049.6     4.51     NaN     NaN    NaN     NaN     786  1  0.030
site10 CFADS2234   40   1.9560   1.9980  2024    1  23   438.39     1.32     NaN   2107.2    67.32     NaN     NaN    NaN     NaN     785  1  0.030
site10 CFADS2234   40   1.9980   2.0400  2024    2   0   440.08     1.06     NaN   2084.6    12.88     NaN     NaN    NaN     NaN     786  1  0.030
site10 CFADS2234   40   2.0400   2.0810  2024    2   1   439.20     0.48     NaN   2073.5     3.22     NaN     NaN    NaN     NaN     787  1  0.030
site10 CFADS2234   40   2.0810   2.1230  2024    2   2   438.75     0.80     NaN   2071.4     6.32     NaN     NaN    NaN     NaN     786  1  0.030
site10 CFADS2234   40   2.1230   2.1650  2024    2   3   440.00     1.41     NaN   2301.1   277.85     NaN     NaN    NaN     NaN     781  1  0.030
site10 CFADS2234   40   2.1650   2.2060  2024    2   4   436.29     1.59     NaN   2230.9   140.00     NaN     NaN    NaN     NaN     782  1  0.030
site10 CFADS2234   40   2.2060   2.2480  2024    2   5   434.18     0.74     NaN   2119.8    68.35     NaN     NaN    NaN     NaN     782  1  0.030
site10 CFADS2234   40   2.2480   2.2900  2024    2   6   434.64     0.61     NaN   2051.8    23.81     NaN     NaN    NaN     NaN     648  1  0.030
site10 CFADS2234   40   2.2900   2.3310  2024    2   7   434.68     0.61     NaN   2204.3   131.17     NaN     NaN    NaN     NaN     779  1  0.030
site10 CFADS2234   40   2.3310   2.3730  2024    2   8   433.14     0.38     NaN   2056.8    19.65     NaN     NaN    NaN     NaN     780  1  0.030
