NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE07_2018_58M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: site07
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7739 N 
LONGITUDE:86.2724 W 
ALTITUDE:241 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:58m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2018-01-01 02:00:00
DATASET END DATE: 2018-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site07 CFADS2234 58 1.0790 1.1200 2018 001 02 425.44 1.03 NaN 2059.6 4.86 NaN NaN NaN NaN 923 1 0.040
site07 CFADS2234 58 1.1200 1.1620 2018 001 03 424.85 0.66 NaN 2061.3 11.88 NaN NaN NaN NaN 920 1 0.040
site07 CFADS2234 58 1.1620 1.2040 2018 001 04 424.60 0.62 NaN 2067.0 15.37 NaN NaN NaN NaN 920 1 0.040
site07 CFADS2234 58 1.2040 1.2450 2018 001 05 424.78 0.48 NaN 2066.3 13.05 NaN NaN NaN NaN 764 1 0.040
site07 CFADS2234 58 1.2450 1.2870 2018 001 06 424.84 0.73 NaN 2043.7 14.39 NaN NaN NaN NaN 917 1 0.040
site07 CFADS2234 58 1.2870 1.3290 2018 001 07 423.61 0.76 NaN 2023.9 2.60 NaN NaN NaN NaN 915 1 0.040
site07 CFADS2234 58 1.3290 1.3700 2018 001 08 423.04 0.48 NaN 2044.2 24.01 NaN NaN NaN NaN 913 1 0.030
site07 CFADS2234 58 1.3700 1.4120 2018 001 09 423.04 0.70 NaN 2110.6 21.73 NaN NaN NaN NaN 909 1 0.030
site07 CFADS2234 58 1.4120 1.4540 2018 001 10 423.10 1.07 NaN 2051.3 13.75 NaN NaN NaN NaN 909 1 0.030
site07 CFADS2234 58 1.4540 1.4950 2018 001 11 423.78 0.72 NaN 2036.3 8.02 NaN NaN NaN NaN 907 1 0.030
site07 CFADS2234 58 1.4950 1.5370 2018 001 12 424.02 0.61 NaN 2034.3 1.84 NaN NaN NaN NaN 904 1 0.030
site07 CFADS2234 58 1.5370 1.5790 2018 001 13 423.09 0.64 NaN 2037.5 7.14 NaN NaN NaN NaN 902 1 0.030
site07 CFADS2234 58 1.5790 1.6200 2018 001 14 421.93 0.51 NaN 2028.8 8.23 NaN NaN NaN NaN 901 1 0.030
site07 CFADS2234 58 1.6200 1.6620 2018 001 15 421.24 0.60 NaN 2011.8 7.88 NaN NaN NaN NaN 901 1 0.030
site07 CFADS2234 58 1.6620 1.7040 2018 001 16 420.28 0.61 NaN 2004.2 6.32 NaN NaN NaN NaN 902 1 0.030
site07 CFADS2234 58 1.7040 1.7450 2018 001 17 418.62 0.73 NaN 1988.2 4.45 NaN NaN NaN NaN 904 1 0.030
site07 CFADS2234 58 1.7450 1.7870 2018 001 18 417.20 0.41 NaN 1979.6 2.36 NaN NaN NaN NaN 904 1 0.030
site07 CFADS2234 58 1.7870 1.8290 2018 001 19 416.38 0.46 NaN 1976.5 6.57 NaN NaN NaN NaN 904 1 0.030
site07 CFADS2234 58 1.8290 1.8700 2018 001 20 415.99 0.48 NaN 1976.5 8.14 NaN NaN NaN NaN 908 1 0.030
site07 CFADS2234 58 1.8700 1.9120 2018 001 21 416.78 1.12 NaN 1985.0 11.96 NaN NaN NaN NaN 907 1 0.030
site07 CFADS2234 58 1.9120 1.9540 2018 001 22 419.43 1.14 NaN 1996.6 8.13 NaN NaN NaN NaN 909 1 0.030
site07 CFADS2234 58 1.9540 1.9950 2018 001 23 422.79 1.49 NaN 2009.5 3.21 NaN NaN NaN NaN 906 1 0.030
site07 CFADS2234 58 1.9950 2.0370 2018 002 00 424.43 0.65 NaN 2011.4 2.45 NaN NaN NaN NaN 905 1 0.030
site07 CFADS2234 58 2.0370 2.0790 2018 002 01 424.88 0.72 NaN 2010.6 2.23 NaN NaN NaN NaN 903 1 0.030
site07 CFADS2234 58 2.0790 2.1200 2018 002 02 424.72 0.79 NaN 2009.7 2.48 NaN NaN NaN NaN 900 1 0.030
site07 CFADS2234 58 2.1200 2.1620 2018 002 03 425.44 1.15 NaN 2015.8 9.07 NaN NaN NaN NaN 898 1 0.030
site07 CFADS2234 58 2.1620 2.2040 2018 002 04 424.86 0.93 NaN 2011.0 2.68 NaN NaN NaN NaN 743 1 0.030
site07 CFADS2234 58 2.2040 2.2450 2018 002 05 426.48 2.21 NaN 2092.3 101.55 NaN NaN NaN NaN 889 1 0.030
site07 CFADS2234 58 2.2450 2.2870 2018 002 06 427.79 1.05 NaN 2152.4 36.92 NaN NaN NaN NaN 886 1 0.030
site07 CFADS2234 58 2.2870 2.3290 2018 002 07 426.99 1.14 NaN 2087.4 15.56 NaN NaN NaN NaN 883 1 0.020
site07 CFADS2234 58 2.3290 2.3700 2018 002 08 427.26 1.08 NaN 2109.1 20.63 NaN NaN NaN NaN 881 1 0.020
site07 CFADS2234 58 2.3700 2.4120 2018 002 09 428.55 2.11 NaN 2253.2 97.11 NaN NaN NaN NaN 876 1 0.020
site07 CFADS2234 58 2.4120 2.4540 2018 002 10 429.73 1.59 NaN 2059.5 43.28 NaN NaN NaN NaN 877 1 0.020
site07 CFADS2234 58 2.4540 2.4950 2018 002 11 430.11 1.04 NaN 2050.1 10.53 NaN NaN NaN NaN 873 1 0.020
site07 CFADS2234 58 2.4950 2.5040 2018 002 12 430.22 0.81 NaN 2050.6 4.83 NaN NaN NaN NaN 179 1 0.020
site07 CFADS2234 58 2.5417 NaN 2018 002 13 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site07 CFADS2234 58 2.5833 NaN 2018 002 14 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
