NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE13_2018_87M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: site13
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7173 N 
LONGITUDE:85.9417 W 
ALTITUDE:248 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:87m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2018-01-01 02:00:00
DATASET END DATE: 2018-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site13 CFADS2159 87 1.0790 1.1210 2018 001 02 425.16 0.70 NaN 2057.7 2.69 NaN NaN NaN NaN 1266 1 0.010
site13 CFADS2159 87 1.1210 1.1630 2018 001 03 427.32 0.63 NaN 2067.8 2.52 NaN NaN NaN NaN 1267 1 0.010
site13 CFADS2159 87 1.1630 1.2040 2018 001 04 428.86 0.73 NaN 2070.4 6.30 NaN NaN NaN NaN 1267 1 0.010
site13 CFADS2159 87 1.2040 1.2460 2018 001 05 426.74 0.83 NaN 2046.9 4.73 NaN NaN NaN NaN 1266 1 0.010
site13 CFADS2159 87 1.2460 1.2880 2018 001 06 426.21 0.32 NaN 2041.2 3.73 NaN NaN NaN NaN 1267 1 0.010
site13 CFADS2159 87 1.2880 1.3290 2018 001 07 425.71 0.43 NaN 2040.0 3.24 NaN NaN NaN NaN 1267 1 NaN
site13 CFADS2159 87 1.3290 1.3710 2018 001 08 427.18 0.95 NaN 2050.4 5.43 NaN NaN NaN NaN 1266 1 NaN
site13 CFADS2159 87 1.3710 1.4130 2018 001 09 428.36 1.08 NaN 2051.0 8.10 NaN NaN NaN NaN 1267 1 NaN
site13 CFADS2159 87 1.4130 1.4540 2018 001 10 425.70 0.43 NaN 2112.0 18.46 NaN NaN NaN NaN 1267 1 NaN
site13 CFADS2159 87 1.4540 1.4960 2018 001 11 425.46 0.54 NaN 2079.0 31.91 NaN NaN NaN NaN 1267 1 NaN
site13 CFADS2159 87 1.4960 1.5380 2018 001 12 424.91 0.36 NaN 2037.2 2.91 NaN NaN NaN NaN 1266 1 NaN
site13 CFADS2159 87 1.5380 1.5790 2018 001 13 424.31 0.36 NaN 2034.1 2.08 NaN NaN NaN NaN 1267 1 NaN
site13 CFADS2159 87 1.5790 1.6210 2018 001 14 424.28 0.61 NaN 2034.6 5.62 NaN NaN NaN NaN 1266 1 NaN
site13 CFADS2159 87 1.6210 1.6630 2018 001 15 423.37 0.48 NaN 2020.3 3.46 NaN NaN NaN NaN 1266 1 NaN
site13 CFADS2159 87 1.6630 1.7040 2018 001 16 422.74 1.47 NaN 2008.3 6.11 NaN NaN NaN NaN 1267 1 0.010
site13 CFADS2159 87 1.7040 1.7460 2018 001 17 419.72 0.93 NaN 1991.0 5.99 NaN NaN NaN NaN 1266 1 0.010
site13 CFADS2159 87 1.7460 1.7880 2018 001 18 417.52 0.34 NaN 1975.3 2.41 NaN NaN NaN NaN 1267 1 0.010
site13 CFADS2159 87 1.7880 1.8290 2018 001 19 418.16 1.09 NaN 1976.5 4.87 NaN NaN NaN NaN 1266 1 0.010
site13 CFADS2159 87 1.8290 1.8710 2018 001 20 417.35 1.11 NaN 1971.6 5.13 NaN NaN NaN NaN 1266 1 0.010
site13 CFADS2159 87 1.8710 1.9130 2018 001 21 418.67 0.36 NaN 1977.0 1.10 NaN NaN NaN NaN 1266 1 0.010
site13 CFADS2159 87 1.9130 1.9540 2018 001 22 417.80 0.34 NaN 1977.3 1.43 NaN NaN NaN NaN 1266 1 0.010
site13 CFADS2159 87 1.9540 1.9960 2018 001 23 419.46 0.98 NaN 1985.0 4.97 NaN NaN NaN NaN 1266 1 0.010
site13 CFADS2159 87 1.9960 2.0380 2018 002 00 422.91 1.08 NaN 2006.7 5.99 NaN NaN NaN NaN 1055 1 NaN
site13 CFADS2159 87 2.0380 2.0790 2018 002 01 425.47 1.06 NaN 2017.7 2.35 NaN NaN NaN NaN 1267 1 NaN
site13 CFADS2159 87 2.0790 2.1210 2018 002 02 426.69 0.36 NaN 2022.0 1.79 NaN NaN NaN NaN 1267 1 NaN
site13 CFADS2159 87 2.1210 2.1630 2018 002 03 426.13 1.03 NaN 2030.4 6.69 NaN NaN NaN NaN 1266 1 NaN
site13 CFADS2159 87 2.1630 2.2040 2018 002 04 427.40 0.57 NaN 2030.1 6.33 NaN NaN NaN NaN 1266 1 NaN
site13 CFADS2159 87 2.2040 2.2460 2018 002 05 429.52 1.00 NaN 2059.7 28.11 NaN NaN NaN NaN 1266 1 NaN
site13 CFADS2159 87 2.2460 2.2880 2018 002 06 431.91 0.42 NaN 2113.0 26.11 NaN NaN NaN NaN 1265 1 NaN
site13 CFADS2159 87 2.2880 2.3290 2018 002 07 432.43 0.33 NaN 2173.7 39.46 NaN NaN NaN NaN 1265 1 NaN
site13 CFADS2159 87 2.3290 2.3710 2018 002 08 434.76 1.35 NaN 2246.7 20.77 NaN NaN NaN NaN 1265 1 NaN
site13 CFADS2159 87 2.3710 2.4130 2018 002 09 436.57 0.87 NaN 2309.6 64.71 NaN NaN NaN NaN 1265 1 NaN
site13 CFADS2159 87 2.4130 2.4540 2018 002 10 432.51 3.89 NaN 2254.8 152.22 NaN NaN NaN NaN 1266 1 NaN
site13 CFADS2159 87 2.4540 2.4960 2018 002 11 427.97 0.88 NaN 2097.7 20.61 NaN NaN NaN NaN 1265 1 NaN
site13 CFADS2159 87 2.4960 2.5380 2018 002 12 431.20 0.54 NaN 2050.2 8.56 NaN NaN NaN NaN 1266 1 NaN
site13 CFADS2159 87 2.5380 2.5790 2018 002 13 430.60 1.23 NaN 2040.1 1.43 NaN NaN NaN NaN 1266 1 NaN
