NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE08_2013_41M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: SITE08
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:40.0411 N 
LONGITUDE:85.9734 W 
ALTITUDE:245 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:41m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2013-05-29 01:00:00
DATASET END DATE: 2013-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
SITE08 CFKADS2079 41 149.0400 149.0820 2013 149 01 397.75 0.88 NaN 1939.3 1.18 NaN 178.6 6.5 NaN 1238 1 -999.000
SITE08 CFKADS2079 41 149.0820 149.1230 2013 149 02 402.35 1.60 NaN 1942.3 1.59 NaN 178.1 6.9 NaN 1239 1 -999.000
SITE08 CFKADS2079 41 149.1230 149.1650 2013 149 03 403.30 0.76 NaN 1935.1 2.08 NaN 167.9 6.4 NaN 1237 1 -999.000
SITE08 CFKADS2079 41 149.1650 149.2070 2013 149 04 407.45 1.35 NaN 1937.3 2.14 NaN 166.5 6.5 NaN 1238 1 -999.000
SITE08 CFKADS2079 41 149.2070 149.2480 2013 149 05 408.68 0.68 NaN 1935.2 3.73 NaN 165.3 6.1 NaN 1237 1 -999.000
SITE08 CFKADS2079 41 149.2480 149.2900 2013 149 06 411.55 1.11 NaN 1929.5 1.56 NaN 162.4 6.4 NaN 1235 1 -999.000
SITE08 CFKADS2079 41 149.2900 149.3320 2013 149 07 413.03 0.58 NaN 1927.7 0.69 NaN 155.6 6.4 NaN 1237 1 -999.000
SITE08 CFKADS2079 41 149.3320 149.3730 2013 149 08 414.47 0.65 NaN 1925.9 0.74 NaN 153.7 6.3 NaN 1240 1 -999.000
SITE08 CFKADS2079 41 149.3730 149.4150 2013 149 09 413.35 1.14 NaN 1932.9 6.80 NaN 153.8 6.2 NaN 1243 1 -999.000
SITE08 CFKADS2079 41 149.4150 149.4570 2013 149 10 409.93 0.96 NaN 1939.8 7.68 NaN 154.0 6.1 NaN 1244 1 -999.000
SITE08 CFKADS2079 41 149.4570 149.4980 2013 149 11 410.06 1.51 NaN 1938.2 7.20 NaN 170.3 13.3 NaN 1244 1 -999.000
SITE08 CFKADS2079 41 149.4980 149.5400 2013 149 12 407.77 1.65 NaN 1944.9 5.50 NaN 175.3 8.5 NaN 1240 1 -999.000
SITE08 CFKADS2079 41 149.5400 149.5820 2013 149 13 403.10 1.59 NaN 1937.2 2.36 NaN 172.5 7.0 NaN 1241 1 -999.000
SITE08 CFKADS2079 41 149.5820 149.6230 2013 149 14 399.19 0.68 NaN 1935.6 3.34 NaN 168.0 7.2 NaN 1242 1 -999.000
SITE08 CFKADS2079 41 149.6230 149.6650 2013 149 15 396.91 0.59 NaN 1931.2 1.40 NaN 159.4 7.6 NaN 1241 1 -999.000
SITE08 CFKADS2079 41 149.6650 149.7070 2013 149 16 395.77 0.35 NaN 1929.7 1.07 NaN 158.0 7.2 NaN 1242 1 -999.000
SITE08 CFKADS2079 41 149.7070 149.7480 2013 149 17 394.65 0.46 NaN 1923.9 2.09 NaN 151.3 7.0 NaN 1036 1 -999.000
SITE08 CFKADS2079 41 149.7480 149.7900 2013 149 18 394.44 0.29 NaN 1920.6 0.82 NaN 148.8 6.9 NaN 1242 1 -999.000
SITE08 CFKADS2079 41 149.7900 149.8320 2013 149 19 394.76 0.33 NaN 1918.0 2.18 NaN 150.0 6.7 NaN 1243 1 -999.000
SITE08 CFKADS2079 41 149.8320 149.8730 2013 149 20 395.42 0.27 NaN 1913.8 1.77 NaN 148.5 7.2 NaN 1244 1 -999.000
SITE08 CFKADS2079 41 149.8730 149.9150 2013 149 21 395.78 0.39 NaN 1915.8 1.65 NaN 155.9 8.0 NaN 1242 1 -999.000
SITE08 CFKADS2079 41 149.9150 149.9570 2013 149 22 396.41 0.61 NaN 1914.8 4.07 NaN 158.4 8.2 NaN 1244 1 -999.000
SITE08 CFKADS2079 41 149.9570 149.9980 2013 149 23 397.97 1.32 NaN 1903.0 5.17 NaN 152.7 8.7 NaN 1243 1 -999.000
SITE08 CFKADS2079 41 149.9980 150.0400 2013 150 00 400.18 1.00 NaN 1896.3 2.57 NaN 155.2 7.9 NaN 1243 1 -999.000
SITE08 CFKADS2079 41 150.0400 150.0820 2013 150 01 403.86 1.20 NaN 1891.5 1.24 NaN 165.9 9.4 NaN 1243 1 -999.000
SITE08 CFKADS2079 41 150.0820 150.1230 2013 150 02 407.17 1.30 NaN 1893.0 0.82 NaN 169.2 6.7 NaN 1245 1 -999.000
SITE08 CFKADS2079 41 150.1230 150.1650 2013 150 03 410.06 0.98 NaN 1899.3 3.30 NaN 159.7 7.3 NaN 1245 1 -999.000
SITE08 CFKADS2079 41 150.1650 150.2070 2013 150 04 410.92 0.69 NaN 1899.7 1.58 NaN 149.4 6.7 NaN 1247 1 -999.000
SITE08 CFKADS2079 41 150.2070 150.2480 2013 150 05 413.47 1.01 NaN 1909.5 6.05 NaN 150.1 6.2 NaN 1247 1 -999.000
SITE08 CFKADS2079 41 150.2480 150.2900 2013 150 06 416.17 0.86 NaN 1926.9 2.83 NaN 152.2 6.0 NaN 1250 1 -999.000
SITE08 CFKADS2079 41 150.2900 150.3320 2013 150 07 417.63 0.52 NaN 1929.5 1.78 NaN 151.3 6.4 NaN 1249 1 -999.000
SITE08 CFKADS2079 41 150.3320 150.3730 2013 150 08 419.14 0.91 NaN 1935.3 1.42 NaN 153.8 6.2 NaN 1250 1 -999.000
SITE08 CFKADS2079 41 150.3730 150.4150 2013 150 09 418.74 0.82 NaN 1933.0 1.54 NaN 154.6 6.0 NaN 1252 1 -999.000
