NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE02_2012_136M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: SITE02
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7978 N 
LONGITUDE:86.0183 W 
ALTITUDE:267 m ASL 
NUMBER OF SAMPLING HEIGHTS:3 
SAMPLING HEIGHT:136m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2012-01-01 01:00:00
DATASET END DATE: 2012-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
SITE02 CFKADS2005 136 1.0410 1.0670 2012 001 01 410.98 1.40 NaN 1999.2 5.70 NaN 174.2 15.1 NaN 694 1 -999.000
SITE02 CFKADS2005 136 1.0830 1.1090 2012 001 02 411.60 0.33 NaN 2040.2 3.40 NaN 187.7 15.6 NaN 695 1 -999.000
SITE02 CFKADS2005 136 1.1260 1.1510 2012 001 03 408.61 0.76 NaN 2025.6 8.50 NaN 177.1 15.2 NaN 695 1 -999.000
SITE02 CFKADS2005 136 1.1680 1.1940 2012 001 04 407.04 0.74 NaN 2002.2 13.30 NaN 170.3 15.1 NaN 694 1 -999.000
SITE02 CFKADS2005 136 1.2100 1.2360 2012 001 05 405.22 0.35 NaN 1984.8 4.90 NaN 163.9 15.3 NaN 695 1 -999.000
SITE02 CFKADS2005 136 1.2530 1.2780 2012 001 06 405.06 0.38 NaN 1975.6 5.50 NaN 167.6 15.3 NaN 386 1 -999.000
SITE02 CFKADS2005 136 1.2950 1.3210 2012 001 07 404.80 0.54 NaN 1966.2 4.80 NaN 166.5 15.5 NaN 692 1 -999.000
SITE02 CFKADS2005 136 1.3380 1.3630 2012 001 08 404.26 0.54 NaN 1964.4 5.50 NaN 164.0 15.0 NaN 692 1 -999.000
SITE02 CFKADS2005 136 1.3800 1.4050 2012 001 09 404.53 0.28 NaN 1971.7 3.00 NaN 165.0 14.8 NaN 692 1 -999.000
SITE02 CFKADS2005 136 1.4220 1.4480 2012 001 10 404.42 0.56 NaN 1969.8 7.00 NaN 162.5 15.1 NaN 690 1 -999.000
SITE02 CFKADS2005 136 1.4650 1.4900 2012 001 11 403.70 0.46 NaN 1961.0 2.70 NaN 157.7 15.8 NaN 691 1 -999.000
SITE02 CFKADS2005 136 1.5070 1.5320 2012 001 12 405.07 0.81 NaN 2005.4 16.90 NaN 153.5 15.2 NaN 694 1 -999.000
SITE02 CFKADS2005 136 1.5490 1.5750 2012 001 13 404.44 0.60 NaN 1978.6 5.90 NaN 131.9 15.3 NaN 697 1 -999.000
SITE02 CFKADS2005 136 1.5920 1.6170 2012 001 14 406.63 0.35 NaN 1971.3 2.60 NaN 139.9 15.9 NaN 698 1 -999.000
SITE02 CFKADS2005 136 1.6340 1.6590 2012 001 15 407.20 0.29 NaN 1958.7 3.20 NaN 145.4 15.4 NaN 698 1 -999.000
SITE02 CFKADS2005 136 1.6760 1.7020 2012 001 16 407.24 0.40 NaN 1952.9 1.40 NaN 155.8 15.8 NaN 699 1 -999.000
SITE02 CFKADS2005 136 1.7190 1.7440 2012 001 17 405.25 0.81 NaN 1941.1 4.80 NaN 155.7 16.2 NaN 694 1 -999.000
SITE02 CFKADS2005 136 1.7440 1.7850 2012 001 18 400.57 0.58 NaN 1917.2 2.60 NaN 135.8 15.5 NaN 681 1 -999.000
SITE02 CFKADS2005 136 1.7850 1.8270 2012 001 19 399.90 0.49 NaN 1922.9 2.10 NaN 139.8 16.6 NaN 680 1 -999.000
SITE02 CFKADS2005 136 1.8270 1.8690 2012 001 20 399.06 0.35 NaN 1919.3 3.70 NaN 135.0 15.8 NaN 680 1 -999.000
SITE02 CFKADS2005 136 1.8690 1.9100 2012 001 21 398.70 0.42 NaN 1904.7 4.50 NaN 133.0 15.1 NaN 678 1 -999.000
SITE02 CFKADS2005 136 1.9100 1.9520 2012 001 22 398.69 0.37 NaN 1898.4 1.90 NaN 130.0 16.1 NaN 679 1 -999.000
SITE02 CFKADS2005 136 1.9520 1.9940 2012 001 23 399.38 0.39 NaN 1902.4 2.00 NaN 131.2 15.9 NaN 678 1 -999.000
SITE02 CFKADS2005 136 1.9940 2.0350 2012 002 00 399.51 0.31 NaN 1904.5 1.90 NaN 132.4 15.7 NaN 679 1 -999.000
SITE02 CFKADS2005 136 2.0350 2.0770 2012 002 01 399.89 0.33 NaN 1906.7 1.50 NaN 133.2 15.0 NaN 678 1 -999.000
SITE02 CFKADS2005 136 2.0770 2.1190 2012 002 02 400.22 0.48 NaN 1909.7 2.30 NaN 137.6 15.8 NaN 679 1 -999.000
SITE02 CFKADS2005 136 2.1190 2.1600 2012 002 03 399.84 0.59 NaN 1909.0 2.40 NaN 134.3 16.0 NaN 679 1 -999.000
SITE02 CFKADS2005 136 2.1600 2.2020 2012 002 04 399.68 0.33 NaN 1908.7 1.40 NaN 131.8 15.3 NaN 679 1 -999.000
SITE02 CFKADS2005 136 2.2020 2.2440 2012 002 05 399.45 0.23 NaN 1910.6 1.20 NaN 130.8 14.9 NaN 678 1 -999.000
SITE02 CFKADS2005 136 2.2440 2.2850 2012 002 06 399.69 0.33 NaN 1912.6 2.10 NaN 130.1 15.5 NaN 369 1 -999.000
SITE02 CFKADS2005 136 2.2850 2.3270 2012 002 07 399.94 0.28 NaN 1914.3 1.40 NaN 129.6 14.7 NaN 679 1 -999.000
SITE02 CFKADS2005 136 2.3270 2.3690 2012 002 08 399.93 0.31 NaN 1913.8 2.10 NaN 130.1 15.0 NaN 679 1 -999.000
SITE02 CFKADS2005 136 2.3690 2.4100 2012 002 09 400.32 0.52 NaN 1915.3 2.60 NaN 130.9 15.6 NaN 679 1 -999.000
