NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE15_2022_75M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2023-03-02
STATION NAME: site15
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE: 39.6376 N
LONGITUDE: 86.4779 W
ALTITUDE: 258 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT: 75m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2022-01-01 00:00:00
DATASET END DATE: 2022-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std(ppm) unc(ppm) CH4(ppb) std(ppb) unc(ppb) CO(ppb) std(ppb) unc(ppb) #pts Flag H2O(percent) 
site15 CFKADS2218   75   1.0000   1.0420  2022    1   0   436.60     0.83     NaN   2065.1     2.67     NaN   155.9    6.6     NaN    2016  1  0.040
site15 CFKADS2218   75   1.0420   1.0830  2022    1   1   436.34     0.49     NaN   2081.2     8.78     NaN   151.1    6.2     NaN    2008  1  0.040
site15 CFKADS2218   75   1.0830   1.1250  2022    1   2   435.67     0.28     NaN   2104.7     6.12     NaN   146.8    5.2     NaN    2005  1  0.040
site15 CFKADS2218   75   1.1250   1.1670  2022    1   3   435.67     0.25     NaN   2105.4     7.00     NaN   148.2    5.0     NaN    2006  1  0.040
site15 CFKADS2218   75   1.1670   1.2080  2022    1   4   435.39     0.45     NaN   2089.5     4.75     NaN   146.6    4.8     NaN    2005  1  0.040
site15 CFKADS2218   75   1.2080   1.2500  2022    1   5   434.59     1.53     NaN   2075.1     7.45     NaN   139.8    6.1     NaN    2006  1  0.040
site15 CFKADS2218   75   1.2500   1.2920  2022    1   6   431.52     0.90     NaN   2058.2     3.07     NaN   130.4    5.9     NaN    2011  1  0.040
site15 CFKADS2218   75   1.2920   1.3330  2022    1   7   428.84     0.34     NaN   2044.3     4.98     NaN   122.3    5.2     NaN    2012  1  0.040
site15 CFKADS2218   75   1.3330   1.3750  2022    1   8   428.31     0.34     NaN   2034.6     3.28     NaN   119.1    5.0     NaN    2015  1  0.040
site15 CFKADS2218   75   1.3750   1.4170  2022    1   9   428.30     0.21     NaN   2034.7     1.84     NaN   117.8    5.0     NaN    2019  1  0.040
site15 CFKADS2218   75   1.4170   1.4580  2022    1  10   435.67     6.26     NaN   2089.7    53.96     NaN   136.8   17.8     NaN    2017  1  0.040
site15 CFKADS2218   75   1.4580   1.5000  2022    1  11   445.92     0.79     NaN   2149.7    26.11     NaN   170.3   18.4     NaN    2015  1  0.040
site15 CFKADS2218   75   1.5000   1.5420  2022    1  12   447.54     1.53     NaN   2219.3    50.58     NaN   174.4    9.2     NaN    2012  1  0.040
site15 CFKADS2218   75   1.5420   1.5830  2022    1  13   443.07     0.56     NaN   2138.7     8.67     NaN   161.2   10.5     NaN    2007  1  0.040
site15 CFKADS2218   75   1.5830   1.6250  2022    1  14   443.06     0.41     NaN   2141.7     4.52     NaN   158.9    6.0     NaN    2012  1  0.040
site15 CFKADS2218   75   1.6250   1.6670  2022    1  15   443.82     0.22     NaN   2162.3     3.91     NaN   161.9    7.8     NaN    2012  1  0.040
site15 CFKADS2218   75   1.6670   1.7080  2022    1  16   445.51     2.72     NaN   2240.7    94.77     NaN   212.9   59.5     NaN    2014  1  0.040
site15 CFKADS2218   75   1.7080   1.7500  2022    1  17   443.38     1.70     NaN   2184.7    12.99     NaN   229.8   23.5     NaN    2012  1  0.040
site15 CFKADS2218   75   1.7500   1.7870  2022    1  18   440.22     0.32     NaN   2161.5    15.01     NaN   192.5    6.9     NaN    1784  1  0.040
site15 CFKADS2218   75   1.7940   1.8330  2022    1  19   440.53     0.24     NaN   2131.1     7.14     NaN   190.3    5.4     NaN    1899  1  0.040
site15 CFKADS2218   75   1.8330   1.8750  2022    1  20   440.04     0.39     NaN   2141.9     5.50     NaN   189.6    5.5     NaN    2012  1  0.040
site15 CFKADS2218   75   1.8750   1.9170  2022    1  21   442.79     1.13     NaN   2150.5     5.37     NaN   206.7    8.7     NaN    2013  1  0.040
site15 CFKADS2218   75   1.9170   1.9580  2022    1  22   447.07     1.47     NaN   2187.1    12.83     NaN   227.5   10.5     NaN    2012  1  0.040
site15 CFKADS2218   75   1.9580   2.0000  2022    1  23   450.19     0.62     NaN   2207.7     4.71     NaN   242.0    5.7     NaN    2014  1  0.040
site15 CFKADS2218   75   2.0000   2.0420  2022    2   0   448.14     0.49     NaN   2211.2    13.30     NaN   228.6    6.5     NaN    2015  1  0.040
site15 CFKADS2218   75   2.0420   2.0830  2022    2   1   450.36     1.43     NaN   2228.4    18.71     NaN   234.8    6.4     NaN    2007  1  0.040
site15 CFKADS2218   75   2.0830   2.1250  2022    2   2   451.93     1.05     NaN   2264.0    16.47     NaN   227.5   10.1     NaN    2012  1  0.040
site15 CFKADS2218   75   2.1250   2.1670  2022    2   3   439.12     3.89     NaN   2135.8    53.02     NaN   176.1   13.1     NaN    2011  1  0.040
site15 CFKADS2218   75   2.1670   2.2080  2022    2   4   435.04     0.51     NaN   2087.6     5.21     NaN   162.3    5.1     NaN    2013  1  0.040
site15 CFKADS2218   75   2.2080   2.2500  2022    2   5   433.98     0.19     NaN   2076.2     2.94     NaN   158.8    5.0     NaN    2010  1  0.040
site15 CFKADS2218   75   2.2500   2.2920  2022    2   6   433.60     0.37     NaN   2071.4     0.94     NaN   154.7    4.9     NaN    2011  1  0.040
