NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE06_2018_39M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: site06
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.9201 N 
LONGITUDE:86.0280 W 
ALTITUDE:251 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:39m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2018-01-02 01:00:00
DATASET END DATE: 2018-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site06 CKADS2025 39 2.0417 NaN 2018 002 01 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.0833 NaN 2018 002 02 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.1250 NaN 2018 002 03 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.1667 NaN 2018 002 04 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.2083 NaN 2018 002 05 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.2500 NaN 2018 002 06 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.2917 NaN 2018 002 07 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.3333 NaN 2018 002 08 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.3750 NaN 2018 002 09 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.4167 NaN 2018 002 10 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.4583 NaN 2018 002 11 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.5000 NaN 2018 002 12 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.5417 NaN 2018 002 13 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.5833 NaN 2018 002 14 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.6250 NaN 2018 002 15 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.6667 NaN 2018 002 16 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.7083 NaN 2018 002 17 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.7500 NaN 2018 002 18 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site06 CKADS2025 39 2.8020 2.8310 2018 002 19 430.96 2.94 NaN NaN NaN NaN 252.8 26.4 NaN 613 1 NaN
site06 CKADS2025 39 2.8310 2.8720 2018 002 20 426.54 3.82 NaN NaN NaN NaN 210.8 21.4 NaN 882 1 NaN
site06 CKADS2025 39 2.8720 2.9140 2018 002 21 426.75 2.09 NaN NaN NaN NaN 245.6 45.9 NaN 883 1 0.010
site06 CKADS2025 39 2.9140 2.9560 2018 002 22 432.35 5.83 NaN NaN NaN NaN 287.4 74.3 NaN 886 1 0.010
site06 CKADS2025 39 2.9560 2.9970 2018 002 23 434.16 4.03 NaN NaN NaN NaN 284.8 32.4 NaN 886 1 0.010
site06 CKADS2025 39 2.9970 3.0390 2018 003 00 435.65 2.41 NaN NaN NaN NaN 304.6 32.5 NaN 888 1 0.010
site06 CKADS2025 39 3.0390 3.0800 2018 003 01 438.30 3.03 NaN NaN NaN NaN 317.8 34.6 NaN 888 1 0.010
site06 CKADS2025 39 3.0810 3.1220 2018 003 02 445.60 4.38 NaN NaN NaN NaN 382.4 47.4 NaN 887 1 0.010
site06 CKADS2025 39 3.1220 3.1640 2018 003 03 437.08 3.19 NaN NaN NaN NaN 305.4 47.9 NaN 888 1 0.010
site06 CKADS2025 39 3.1640 3.2050 2018 003 04 429.84 1.15 NaN NaN NaN NaN 221.6 25.0 NaN 889 1 0.010
site06 CKADS2025 39 3.2060 3.2470 2018 003 05 431.22 1.60 NaN NaN NaN NaN 221.3 20.6 NaN 888 1 0.010
site06 CKADS2025 39 3.2470 3.2890 2018 003 06 436.49 1.02 NaN NaN NaN NaN 223.8 28.0 NaN 889 1 0.010
site06 CKADS2025 39 3.2890 3.3300 2018 003 07 435.78 0.77 NaN NaN NaN NaN 225.3 29.4 NaN 888 1 0.010
site06 CKADS2025 39 3.3310 3.3720 2018 003 08 433.42 1.57 NaN NaN NaN NaN 219.9 28.3 NaN 889 1 0.010
site06 CKADS2025 39 3.3720 3.4140 2018 003 09 429.26 0.59 NaN NaN NaN NaN 211.7 28.0 NaN 889 1 0.010
site06 CKADS2025 39 3.4140 3.4550 2018 003 10 428.37 0.65 NaN NaN NaN NaN 209.8 24.8 NaN 888 1 0.010
site06 CKADS2025 39 3.4560 3.4970 2018 003 11 429.10 1.17 NaN NaN NaN NaN 218.8 28.6 NaN 888 1 0.010
site06 CKADS2025 39 3.4970 3.5390 2018 003 12 432.71 0.81 NaN NaN NaN NaN 241.1 25.6 NaN 889 1 0.010
site06 CKADS2025 39 3.5390 3.5800 2018 003 13 432.30 1.11 NaN NaN NaN NaN 242.2 23.1 NaN 888 1 0.010
site06 CKADS2025 39 3.5810 3.6220 2018 003 14 434.20 1.90 NaN NaN NaN NaN 254.1 24.8 NaN 888 1 0.010
site06 CKADS2025 39 3.6220 3.6640 2018 003 15 431.57 1.37 NaN NaN NaN NaN 241.8 18.6 NaN 886 1 0.020
