NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE15_2023_75M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2024-01-26
STATION NAME: site15
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE: 39.6376 N
LONGITUDE: 86.4779 W
ALTITUDE: 258 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT: 75m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2023-01-01 00:00:00
DATASET END DATE: 2023-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std(ppm) unc(ppm) CH4(ppb) std(ppb) unc(ppb) CO(ppb) std(ppb) unc(ppb) #pts Flag H2O(percent) 
site15 CFKADS2218   75   1.0380   1.0800  2023    1   1   432.40     0.26     NaN   2055.9     3.30     NaN   128.9   12.8     NaN    2005  1  0.110
site15 CFKADS2218   75   1.0800   1.1220  2023    1   2   434.04     0.88     NaN   2075.0    10.90     NaN   137.0    9.8     NaN    1595  1  0.110
site15 CFKADS2218   75   1.1220   1.1630  2023    1   3   436.51     0.75     NaN   2089.7     6.55     NaN   138.9    5.8     NaN    2004  1  0.100
site15 CFKADS2218   75   1.1630   1.2050  2023    1   4   439.07     0.93     NaN   2102.0     3.51     NaN   142.4    5.7     NaN    2004  1  0.100
site15 CFKADS2218   75   1.2050   1.2470  2023    1   5   439.95     0.38     NaN   2108.9     4.41     NaN   135.8    5.1     NaN    2004  1  0.100
site15 CFKADS2218   75   1.2470   1.2880  2023    1   6   439.76     0.38     NaN   2100.5     2.10     NaN   130.5    4.9     NaN    2005  1  0.100
site15 CFKADS2218   75   1.2880   1.3300  2023    1   7   440.05     0.32     NaN   2091.9     2.32     NaN   130.1    5.0     NaN    2005  1  0.100
site15 CFKADS2218   75   1.3300   1.3720  2023    1   8   440.60     0.37     NaN   2093.1     5.39     NaN   134.1    4.8     NaN    2004  1  0.100
site15 CFKADS2218   75   1.3720   1.4130  2023    1   9   440.82     0.33     NaN   2085.0     2.00     NaN   132.8    5.1     NaN    2004  1  0.100
site15 CFKADS2218   75   1.4130   1.4550  2023    1  10   439.77     0.57     NaN   2087.0     8.64     NaN   131.5    5.0     NaN    2005  1  0.100
site15 CFKADS2218   75   1.4550   1.4970  2023    1  11   438.78     0.52     NaN   2074.8     1.36     NaN   128.8    5.0     NaN    2005  1  0.110
site15 CFKADS2218   75   1.4970   1.5380  2023    1  12   437.31     0.65     NaN   2068.8     2.58     NaN   124.9    5.3     NaN    2004  1  0.110
site15 CFKADS2218   75   1.5380   1.5800  2023    1  13   436.48     0.44     NaN   2063.0     1.46     NaN   121.9    5.2     NaN    2005  1  0.110
site15 CFKADS2218   75   1.5800   1.6220  2023    1  14   435.75     0.33     NaN   2060.9     1.66     NaN   121.3    5.0     NaN    2005  1  0.110
site15 CFKADS2218   75   1.6220   1.6630  2023    1  15   435.46     0.23     NaN   2062.6     1.10     NaN   122.3    5.2     NaN    2004  1  0.120
site15 CFKADS2218   75   1.6630   1.7050  2023    1  16   435.54     0.31     NaN   2069.1     3.11     NaN   123.5    5.0     NaN    2003  1  0.120
site15 CFKADS2218   75   1.7050   1.7470  2023    1  17   435.46     0.13     NaN   2081.4     3.61     NaN   125.0    5.2     NaN    2004  1  0.120
site15 CFKADS2218   75   1.7470   1.7880  2023    1  18   435.05     0.25     NaN   2085.7     0.66     NaN   124.0    5.1     NaN    2003  1  0.120
site15 CFKADS2218   75   1.7880   1.8300  2023    1  19   434.56     0.22     NaN   2085.2     1.15     NaN   123.5    5.2     NaN    2004  1  0.120
site15 CFKADS2218   75   1.8300   1.8720  2023    1  20   434.77     0.40     NaN   2090.1     1.82     NaN   124.6    4.8     NaN    2003  1  0.130
site15 CFKADS2218   75   1.8720   1.9130  2023    1  21   435.02     0.49     NaN   2086.5     1.96     NaN   128.1    5.7     NaN    2004  1  0.120
site15 CFKADS2218   75   1.9130   1.9550  2023    1  22   434.78     0.71     NaN   2079.7     3.50     NaN   131.2    6.6     NaN    2003  1  0.130
site15 CFKADS2218   75   1.9550   1.9970  2023    1  23   434.03     0.76     NaN   2072.1     1.80     NaN   129.9    5.9     NaN    2003  1  0.130
site15 CFKADS2218   75   1.9970   2.0380  2023    2   0   434.25     0.81     NaN   2068.1     3.40     NaN   130.8    5.4     NaN    2003  1  0.130
site15 CFKADS2218   75   2.0380   2.0800  2023    2   1   434.55     0.45     NaN   2068.9     1.51     NaN   130.4    5.5     NaN    1596  1  0.130
site15 CFKADS2218   75   2.0800   2.1220  2023    2   2   433.91     0.32     NaN   2072.4     0.46     NaN   125.6    5.0     NaN    2004  1  0.130
site15 CFKADS2218   75   2.1220   2.1630  2023    2   3   434.81     0.61     NaN   2070.1     1.56     NaN   127.7    5.1     NaN    2006  1  0.130
site15 CFKADS2218   75   2.1630   2.2050  2023    2   4   435.87     0.38     NaN   2067.2     0.95     NaN   131.7    5.2     NaN    2005  1  0.130
site15 CFKADS2218   75   2.2050   2.2470  2023    2   5   436.99     1.14     NaN   2070.8     4.12     NaN   133.0    5.7     NaN    2005  1  0.130
site15 CFKADS2218   75   2.2470   2.2880  2023    2   6   438.49     2.26     NaN   2080.8     4.52     NaN   143.5    8.4     NaN    2004  1  0.130
site15 CFKADS2218   75   2.2880   2.3300  2023    2   7   444.34     1.71     NaN   2218.4   130.63     NaN   158.7   10.6     NaN    2004  1  0.130
