NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE03_2022_54M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2023-03-02
STATION NAME: site03
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7833 N 
LONGITUDE:86.1652 W 
ALTITUDE:226 m ASL 
NUMBER OF SAMPLING HEIGHTS:4 
SAMPLING HEIGHT:54m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2022-01-01 00:00:00
DATASET END DATE: 2022-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std(ppm) unc(ppm) CH4(ppb) std(ppb) unc(ppb) CO(ppb) std(ppb) unc(ppb) #pts Flag H2O(percent) 
site03 CKADS2025   10   1.0210   1.0250  2022    1   0   443.43     1.21     NaN      NaN      NaN     NaN   218.9   15.9     NaN      86  1  0.100
site03 CKADS2025   10   1.0620   1.0660  2022    1   1   447.55     0.78     NaN      NaN      NaN     NaN   232.8   10.8     NaN      86  1  0.100
site03 CKADS2025   10   1.1040   1.1080  2022    1   2   451.94     1.09     NaN      NaN      NaN     NaN   248.3   19.0     NaN      86  1  0.100
site03 CKADS2025   10   1.1460   1.1500  2022    1   3   447.44     1.24     NaN      NaN      NaN     NaN   244.6   12.1     NaN      86  1  0.100
site03 CKADS2025   10   1.1870   1.1910  2022    1   4   441.66     1.08     NaN      NaN      NaN     NaN   185.0   17.6     NaN      86  1  0.100
site03 CKADS2025   10   1.2290   1.2330  2022    1   5   440.38     1.02     NaN      NaN      NaN     NaN   204.5   16.7     NaN      86  1  0.110
site03 CKADS2025   10   1.2710   1.2750  2022    1   6   434.47     0.88     NaN      NaN      NaN     NaN   172.9   15.4     NaN      86  1  0.110
site03 CKADS2025   10   1.3120   1.3160  2022    1   7   432.48     0.45     NaN      NaN      NaN     NaN   135.3   10.1     NaN      87  1  0.110
site03 CKADS2025   10   1.3540   1.3580  2022    1   8   430.01     0.50     NaN      NaN      NaN     NaN   132.7   14.0     NaN      86  1  0.110
site03 CKADS2025   10   1.3960   1.4000  2022    1   9   429.86     0.67     NaN      NaN      NaN     NaN   131.2   10.9     NaN      86  1  0.110
site03 CKADS2025   10   1.4370   1.4410  2022    1  10   441.54     0.71     NaN      NaN      NaN     NaN   162.7   10.4     NaN      86  1  0.110
site03 CKADS2025   10   1.4790   1.4830  2022    1  11   447.12     1.10     NaN      NaN      NaN     NaN   188.5   28.8     NaN      86  1  0.110
site03 CKADS2025   10   1.5210   1.5250  2022    1  12   446.01     0.70     NaN      NaN      NaN     NaN   180.7   10.1     NaN      87  1  0.110
site03 CKADS2025   10   1.5620   1.5660  2022    1  13   446.22     0.84     NaN      NaN      NaN     NaN   182.5   11.6     NaN      86  1  0.110
site03 CKADS2025   10   1.6040   1.6080  2022    1  14   444.18     1.51     NaN      NaN      NaN     NaN   177.6   16.7     NaN      86  1  0.110
site03 CKADS2025   10   1.6460   1.6500  2022    1  15   445.33     1.32     NaN      NaN      NaN     NaN   185.9   38.8     NaN      86  1  0.100
site03 CKADS2025   10   1.6870   1.6910  2022    1  16   452.93     3.33     NaN      NaN      NaN     NaN   234.3   27.0     NaN      87  1  0.100
site03 CKADS2025   10   1.7290   1.7330  2022    1  17   451.44     2.45     NaN      NaN      NaN     NaN   300.2   37.4     NaN      86  1  0.100
site03 CKADS2025   10   1.7700   1.7750  2022    1  18   450.74     2.47     NaN      NaN      NaN     NaN   257.5   23.0     NaN      86  1  0.100
site03 CKADS2025   10   1.8120   1.8160  2022    1  19   446.04     1.49     NaN      NaN      NaN     NaN   230.1   17.1     NaN      86  1  0.100
site03 CKADS2025   10   1.8540   1.8580  2022    1  20   446.58     2.02     NaN      NaN      NaN     NaN   235.3   23.0     NaN      87  1  0.100
site03 CKADS2025   10   1.8900   1.8940  2022    1  21   450.46     0.86     NaN      NaN      NaN     NaN   252.5   28.0     NaN      86  1  0.100
site03 CKADS2025   10   1.9370   1.9410  2022    1  22   455.93     3.47     NaN      NaN      NaN     NaN   298.0   31.7     NaN      86  1  0.090
site03 CKADS2025   10   1.9790   1.9830  2022    1  23   458.53     2.16     NaN      NaN      NaN     NaN   287.5   23.7     NaN      86  1  0.090
site03 CKADS2025   10   2.0200   2.0240  2022    2   0   464.41     1.97     NaN      NaN      NaN     NaN   322.3   26.5     NaN      87  1  0.090
site03 CKADS2025   10   2.0620   2.0660  2022    2   1   447.96     0.98     NaN      NaN      NaN     NaN   209.8   21.1     NaN      86  1  0.090
site03 CKADS2025   10   2.1040   2.1080  2022    2   2   443.54     1.32     NaN      NaN      NaN     NaN   198.9   16.4     NaN      86  1  0.090
site03 CKADS2025   10   2.1450   2.1490  2022    2   3   436.68     0.69     NaN      NaN      NaN     NaN   177.9   14.4     NaN      87  1  0.090
site03 CKADS2025   10   2.1870   2.1910  2022    2   4   434.78     0.62     NaN      NaN      NaN     NaN   171.1   14.3     NaN      87  1  0.090
site03 CKADS2025   10   2.2290   2.2330  2022    2   5   434.77     0.45     NaN      NaN      NaN     NaN   164.7    9.2     NaN      86  1  0.080
site03 CKADS2025   10   2.2700   2.2740  2022    2   6   434.35     0.58     NaN      NaN      NaN     NaN   158.0    9.6     NaN      87  1  0.080
site03 CKADS2025   10   2.3120   2.3160  2022    2   7   434.25     0.44     NaN      NaN      NaN     NaN   161.7    9.5     NaN      86  1  0.080
site03 CKADS2025   10   2.3540   2.3580  2022    2   8   431.64     0.61     NaN      NaN      NaN     NaN   152.2   10.7     NaN      86  1  0.080
