NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE01_2019_121M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: SITE01
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.5805 N 
LONGITUDE:86.4207 W 
ALTITUDE:256 m ASL 
NUMBER OF SAMPLING HEIGHTS:3 
SAMPLING HEIGHT:121m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2019-01-01 01:00:00
DATASET END DATE: 2019-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
SITE01 CFKADS2218 121 1.0460 1.0710 2019 001 01 429.94 1.11 NaN 2081.4 7.32 NaN 167.1 6.6 NaN 1160 1 0.170
SITE01 CFKADS2218 121 1.0880 1.1120 2019 001 02 430.74 0.74 NaN 2074.5 8.39 NaN 170.4 5.2 NaN 1160 1 0.160
SITE01 CFKADS2218 121 1.1290 1.1540 2019 001 03 429.29 0.32 NaN 2057.6 2.47 NaN 164.8 4.7 NaN 1160 1 0.160
SITE01 CFKADS2218 121 1.1710 1.1960 2019 001 04 428.94 0.49 NaN 2057.2 2.84 NaN 161.6 5.0 NaN 1160 1 0.160
SITE01 CFKADS2218 121 1.2130 1.2370 2019 001 05 430.51 0.24 NaN 2069.4 3.29 NaN 171.6 4.8 NaN 1159 1 0.150
SITE01 CFKADS2218 121 1.2540 1.2790 2019 001 06 430.24 0.43 NaN 2067.8 4.03 NaN 160.9 5.0 NaN 1159 1 0.150
SITE01 CFKADS2218 121 1.2960 1.3210 2019 001 07 429.36 0.14 NaN 2062.3 1.11 NaN 156.7 4.2 NaN 1159 1 0.150
SITE01 CFKADS2218 121 1.3380 1.3620 2019 001 08 429.73 0.14 NaN 2066.5 1.41 NaN 157.9 4.2 NaN 1158 1 0.150
SITE01 CFKADS2218 121 1.3790 1.4040 2019 001 09 431.64 0.35 NaN 2083.9 4.06 NaN 163.8 4.5 NaN 1160 1 0.150
SITE01 CFKADS2218 121 1.4210 1.4460 2019 001 10 433.01 0.26 NaN 2095.2 3.90 NaN 167.2 4.3 NaN 1159 1 0.150
SITE01 CFKADS2218 121 1.4620 1.4870 2019 001 11 434.91 0.58 NaN 2113.9 8.67 NaN 180.1 7.1 NaN 1158 1 0.150
SITE01 CFKADS2218 121 1.5040 1.5290 2019 001 12 436.32 0.21 NaN 2126.4 3.49 NaN 191.6 4.3 NaN 1158 1 0.150
SITE01 CFKADS2218 121 1.5610 1.5720 2019 001 13 436.31 0.22 NaN 2120.4 1.17 NaN 194.2 4.2 NaN 522 1 0.130
SITE01 CFKADS2218 121 1.5890 1.6140 2019 001 14 436.19 0.34 NaN 2116.6 3.40 NaN 197.4 4.5 NaN 1141 1 0.130
SITE01 CFKADS2218 121 1.6310 1.6560 2019 001 15 432.64 1.06 NaN 2094.5 8.50 NaN 193.1 23.0 NaN 1139 1 0.130
SITE01 CFKADS2218 121 1.6720 1.6970 2019 001 16 430.93 0.71 NaN 2075.1 8.34 NaN 180.9 5.5 NaN 1141 1 0.130
SITE01 CFKADS2218 121 1.7140 1.7390 2019 001 17 432.25 0.31 NaN 2080.5 5.88 NaN 193.8 5.3 NaN 1140 1 0.130
SITE01 CFKADS2218 121 1.7560 1.7810 2019 001 18 426.95 0.62 NaN 2042.1 5.08 NaN 166.2 5.4 NaN 1141 1 0.130
SITE01 CFKADS2218 121 1.7970 1.8220 2019 001 19 430.57 0.41 NaN 2063.6 2.70 NaN 187.6 5.4 NaN 1140 1 0.130
SITE01 CFKADS2218 121 1.8390 1.8640 2019 001 20 430.49 0.29 NaN 2066.2 5.03 NaN 188.6 6.6 NaN 1141 1 0.130
SITE01 CFKADS2218 121 1.8810 1.9060 2019 001 21 429.67 0.54 NaN 2059.9 6.07 NaN 184.2 5.7 NaN 1142 1 0.130
SITE01 CFKADS2218 121 1.9220 1.9470 2019 001 22 424.55 1.40 NaN 2026.7 8.88 NaN 159.4 8.6 NaN 1141 1 0.130
SITE01 CFKADS2218 121 1.9640 1.9890 2019 001 23 424.37 0.36 NaN 2026.1 2.18 NaN 158.0 4.6 NaN 1142 1 0.130
SITE01 CFKADS2218 121 2.0060 2.0310 2019 002 00 424.11 0.15 NaN 2024.5 1.36 NaN 156.6 4.3 NaN 1145 1 0.130
SITE01 CFKADS2218 121 2.0470 2.0720 2019 002 01 427.93 0.95 NaN 2050.3 8.89 NaN 185.8 12.6 NaN 1144 1 0.130
SITE01 CFKADS2218 121 2.0890 2.1140 2019 002 02 431.04 0.66 NaN 2058.1 3.90 NaN 193.6 7.1 NaN 1145 1 0.130
SITE01 CFKADS2218 121 2.1310 2.1560 2019 002 03 426.66 0.41 NaN 2030.2 7.54 NaN 166.1 4.8 NaN 1146 1 0.130
SITE01 CFKADS2218 121 2.1720 2.1970 2019 002 04 426.55 0.27 NaN 2056.3 24.61 NaN 166.0 4.7 NaN 1144 1 0.130
SITE01 CFKADS2218 121 2.2140 2.2390 2019 002 05 426.50 0.43 NaN 2067.0 32.57 NaN 164.4 5.5 NaN 1145 1 0.130
SITE01 CFKADS2218 121 2.2560 2.2800 2019 002 06 425.87 1.49 NaN 2031.0 14.66 NaN 154.4 8.8 NaN 1146 1 0.130
SITE01 CFKADS2218 121 2.2970 2.3220 2019 002 07 424.95 0.75 NaN 2026.1 7.32 NaN 147.3 5.9 NaN 1143 1 0.130
SITE01 CFKADS2218 121 2.3390 2.3640 2019 002 08 426.57 0.83 NaN 2034.9 3.69 NaN 157.5 7.7 NaN 1144 1 0.130
SITE01 CFKADS2218 121 2.3810 2.4050 2019 002 09 426.63 1.16 NaN 2040.6 10.68 NaN 160.9 7.1 NaN 1145 1 0.130
