NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE04_2018_60M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: site04
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.5925 N 
LONGITUDE:86.1009 W 
ALTITUDE:249 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:60m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2018-01-01 02:00:00
DATASET END DATE: 2018-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site04 CFADS2169 60 1.0810 1.1190 2018 001 02 426.08 0.85 NaN 2055.4 3.11 NaN NaN NaN NaN 807 1 0.030
site04 CFADS2169 60 1.1210 1.1620 2018 001 03 426.86 1.04 NaN 2083.2 28.97 NaN NaN NaN NaN 819 1 0.030
site04 CFADS2169 60 1.1620 1.2040 2018 001 04 427.35 0.67 NaN 2100.7 6.27 NaN NaN NaN NaN 853 1 0.030
site04 CFADS2169 60 1.2040 1.2450 2018 001 05 427.36 0.83 NaN 2097.3 13.04 NaN NaN NaN NaN 830 1 0.030
site04 CFADS2169 60 1.2450 1.2850 2018 001 06 425.30 1.33 NaN 2039.0 15.44 NaN NaN NaN NaN 792 1 0.030
site04 CFADS2169 60 1.2880 1.3290 2018 001 07 425.45 0.63 NaN 2030.8 2.25 NaN NaN NaN NaN 841 1 0.030
site04 CFADS2169 60 1.3290 1.3700 2018 001 08 425.77 0.74 NaN 2031.1 1.87 NaN NaN NaN NaN 851 1 0.030
site04 CFADS2169 60 1.3700 1.4110 2018 001 09 425.09 0.59 NaN 2042.7 8.63 NaN NaN NaN NaN 773 1 0.030
site04 CFADS2169 60 1.4130 1.4540 2018 001 10 424.35 0.99 NaN 2063.0 7.81 NaN NaN NaN NaN 1011 1 0.030
site04 CFADS2169 60 1.4540 1.4950 2018 001 11 424.64 1.29 NaN 2059.2 21.37 NaN NaN NaN NaN 906 1 0.030
site04 CFADS2169 60 1.4950 1.5370 2018 001 12 425.45 0.77 NaN 2063.4 9.47 NaN NaN NaN NaN 865 1 0.020
site04 CFADS2169 60 1.5370 1.5790 2018 001 13 425.10 0.73 NaN 2050.1 4.79 NaN NaN NaN NaN 784 1 0.020
site04 CFADS2169 60 1.5790 1.6200 2018 001 14 422.74 0.79 NaN 2031.6 4.75 NaN NaN NaN NaN 821 1 0.020
site04 CFADS2169 60 1.6200 1.6620 2018 001 15 421.58 0.62 NaN 2029.0 3.30 NaN NaN NaN NaN 855 1 0.020
site04 CFADS2169 60 1.6640 1.7040 2018 001 16 420.37 0.53 NaN 2007.6 6.39 NaN NaN NaN NaN 782 1 0.020
site04 CFADS2169 60 1.7040 1.7450 2018 001 17 419.33 0.75 NaN 1996.9 2.28 NaN NaN NaN NaN 842 1 0.020
site04 CFADS2169 60 1.7450 1.7870 2018 001 18 418.37 0.90 NaN 1989.2 1.73 NaN NaN NaN NaN 812 1 0.030
site04 CFADS2169 60 1.7890 1.8290 2018 001 19 417.46 0.70 NaN 1984.7 2.73 NaN NaN NaN NaN 812 1 0.030
site04 CFADS2169 60 1.8290 1.8700 2018 001 20 416.71 0.51 NaN 1976.1 1.66 NaN NaN NaN NaN 857 1 0.030
site04 CFADS2169 60 1.8700 1.9120 2018 001 21 416.74 0.60 NaN 1974.8 1.17 NaN NaN NaN NaN 912 1 0.030
site04 CFADS2169 60 1.9120 1.9540 2018 001 22 418.34 0.91 NaN 1978.8 1.82 NaN NaN NaN NaN 846 1 0.030
site04 CFADS2169 60 1.9540 1.9940 2018 001 23 421.20 1.23 NaN 1986.2 4.13 NaN NaN NaN NaN 902 1 0.030
site04 CFADS2169 60 1.9960 2.0370 2018 002 00 423.65 1.15 NaN 1997.5 2.75 NaN NaN NaN NaN 717 1 0.030
site04 CFADS2169 60 2.0370 2.0790 2018 002 01 425.55 0.86 NaN 2003.6 2.08 NaN NaN NaN NaN 871 1 0.020
site04 CFADS2169 60 2.0790 2.1200 2018 002 02 425.76 0.93 NaN 2008.5 2.86 NaN NaN NaN NaN 851 1 0.020
site04 CFADS2169 60 2.1200 2.1620 2018 002 03 426.23 1.18 NaN 2012.5 4.32 NaN NaN NaN NaN 864 1 0.020
site04 CFADS2169 60 2.1620 2.2020 2018 002 04 424.56 0.80 NaN 2003.7 2.67 NaN NaN NaN NaN 848 1 0.020
site04 CFADS2169 60 2.2040 2.2450 2018 002 05 423.78 0.76 NaN 2002.0 1.96 NaN NaN NaN NaN 863 1 0.020
site04 CFADS2169 60 2.2450 2.2850 2018 002 06 423.29 0.58 NaN 2000.0 0.98 NaN NaN NaN NaN 843 1 0.020
site04 CFADS2169 60 2.2870 2.3290 2018 002 07 423.76 0.78 NaN 2003.0 1.59 NaN NaN NaN NaN 880 1 0.020
site04 CFADS2169 60 2.3290 2.3700 2018 002 08 424.15 0.85 NaN 2079.9 69.62 NaN NaN NaN NaN 833 1 0.020
site04 CFADS2169 60 2.3700 2.4120 2018 002 09 425.63 1.23 NaN 2052.2 53.90 NaN NaN NaN NaN 875 1 0.020
site04 CFADS2169 60 2.4120 2.4540 2018 002 10 424.15 1.04 NaN 2009.7 1.92 NaN NaN NaN NaN 846 1 0.020
site04 CFADS2169 60 2.4540 2.4950 2018 002 11 425.29 0.98 NaN 2014.3 2.56 NaN NaN NaN NaN 887 1 0.020
site04 CFADS2169 60 2.4950 2.5370 2018 002 12 425.54 0.81 NaN 2019.2 2.92 NaN NaN NaN NaN 857 1 0.020
site04 CFADS2169 60 2.5370 2.5770 2018 002 13 426.47 2.39 NaN 2030.4 24.94 NaN NaN NaN NaN 849 1 0.020
site04 CFADS2169 60 2.5790 2.6200 2018 002 14 428.63 1.61 NaN 2027.5 2.05 NaN NaN NaN NaN 878 1 0.020
