NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE03_2025_54M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2025-05-08
STATION NAME: site03
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7833 N 
LONGITUDE:86.1652 W 
ALTITUDE:226 m ASL 
NUMBER OF SAMPLING HEIGHTS:4 
SAMPLING HEIGHT:54m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2025-01-01 00:00:00
DATASET END DATE: 2025-05-03 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std(ppm) unc(ppm) CH4(ppb) std(ppb) unc(ppb) CO(ppb) std(ppb) unc(ppb) #pts Flag H2O(percent) 
site03 CKADS2025   54   1.0130   1.0310  2025    1   0   437.90     0.58     NaN      NaN      NaN     NaN   151.4   11.9     NaN     378  1  0.070
site03 CKADS2025   54   1.0540   1.0720  2025    1   1   439.65     0.46     NaN      NaN      NaN     NaN   153.1   10.2     NaN     379  1  0.070
site03 CKADS2025   54   1.0960   1.1140  2025    1   2   439.33     0.29     NaN      NaN      NaN     NaN   144.6    8.8     NaN     378  1  0.060
site03 CKADS2025   54   1.1380   1.1560  2025    1   3   442.01     0.95     NaN      NaN      NaN     NaN   149.0   10.3     NaN     379  1  0.060
site03 CKADS2025   54   1.1790   1.1970  2025    1   4   439.40     0.74     NaN      NaN      NaN     NaN   137.4    9.5     NaN     379  1  0.060
site03 CKADS2025   54   1.2210   1.2390  2025    1   5   440.15     0.31     NaN      NaN      NaN     NaN   136.4    9.3     NaN     379  1  0.060
site03 CKADS2025   54   1.2630   1.2810  2025    1   6   439.82     0.40     NaN      NaN      NaN     NaN   134.4    8.5     NaN     378  1  0.060
site03 CKADS2025   54   1.3040   1.3220  2025    1   7   438.26     0.46     NaN      NaN      NaN     NaN   131.3    9.2     NaN     379  1  0.060
site03 CKADS2025   54   1.3460   1.3640  2025    1   8   438.08     0.35     NaN      NaN      NaN     NaN   129.7    8.6     NaN     378  1  0.060
site03 CKADS2025   54   1.3880   1.4060  2025    1   9   438.17     0.41     NaN      NaN      NaN     NaN   128.4    9.3     NaN     379  1  0.060
site03 CKADS2025   54   1.4290   1.4420  2025    1  10   437.48     0.63     NaN      NaN      NaN     NaN   127.4    9.6     NaN     262  1  0.050
site03 CKADS2025   54   1.4710   1.4890  2025    1  11   435.84     0.41     NaN      NaN      NaN     NaN   123.4    8.8     NaN     379  1  0.050
site03 CKADS2025   54   1.5130   1.5310  2025    1  12   436.87     0.24     NaN      NaN      NaN     NaN   120.0    9.4     NaN     379  1  0.050
site03 CKADS2025   54   1.5540   1.5720  2025    1  13   437.63     0.34     NaN      NaN      NaN     NaN   121.9    9.8     NaN     380  1  0.050
site03 CKADS2025   54   1.5960   1.6140  2025    1  14   437.46     0.38     NaN      NaN      NaN     NaN   124.5    9.3     NaN     380  1  0.050
site03 CKADS2025   54   1.6380   1.6560  2025    1  15   438.26     0.46     NaN      NaN      NaN     NaN   129.4    9.7     NaN     379  1  0.050
site03 CKADS2025   54   1.6790   1.6970  2025    1  16   438.25     0.30     NaN      NaN      NaN     NaN   129.5    9.8     NaN     379  1  0.050
site03 CKADS2025   54   1.7210   1.7390  2025    1  17   437.94     0.33     NaN      NaN      NaN     NaN   128.4    9.8     NaN     379  1  0.050
site03 CKADS2025   54   1.7630   1.7810  2025    1  18   438.17     0.33     NaN      NaN      NaN     NaN   130.3    9.2     NaN     380  1  0.050
site03 CKADS2025   54   1.8040   1.8220  2025    1  19   439.04     0.55     NaN      NaN      NaN     NaN   134.4    8.9     NaN     380  1  0.050
site03 CKADS2025   54   1.8460   1.8640  2025    1  20   438.95     0.38     NaN      NaN      NaN     NaN   133.7    9.7     NaN     379  1  0.050
site03 CKADS2025   54   1.8880   1.9060  2025    1  21   438.86     0.53     NaN      NaN      NaN     NaN   132.8    9.4     NaN     380  1  0.040
site03 CKADS2025   54   1.9290   1.9470  2025    1  22   438.39     0.43     NaN      NaN      NaN     NaN   132.8    9.8     NaN     380  1  0.040
site03 CKADS2025   54   1.9710   1.9890  2025    1  23   438.80     0.46     NaN      NaN      NaN     NaN   135.4    9.6     NaN     379  1  0.040
site03 CKADS2025   54   2.0130   2.0300  2025    2   0   439.48     0.55     NaN      NaN      NaN     NaN   136.6    9.6     NaN     379  1  0.040
site03 CKADS2025   54   2.0540   2.0720  2025    2   1   439.60     0.47     NaN      NaN      NaN     NaN   143.5    9.9     NaN     379  1  0.040
site03 CKADS2025   54   2.0960   2.1140  2025    2   2   440.03     0.41     NaN      NaN      NaN     NaN   143.6    9.9     NaN     379  1  0.040
site03 CKADS2025   54   2.1380   2.1550  2025    2   3   440.67     0.64     NaN      NaN      NaN     NaN   142.5    9.8     NaN     379  1  0.040
site03 CKADS2025   54   2.1790   2.1970  2025    2   4   436.93     0.69     NaN      NaN      NaN     NaN   128.1   10.6     NaN     379  1  0.040
site03 CKADS2025   54   2.2210   2.2390  2025    2   5   436.07     0.41     NaN      NaN      NaN     NaN   123.9    9.5     NaN     379  1  0.040
site03 CKADS2025   54   2.2620   2.2800  2025    2   6   437.81     0.72     NaN      NaN      NaN     NaN   131.9    9.6     NaN     378  1  0.040
site03 CKADS2025   54   2.3040   2.3220  2025    2   7   439.14     0.51     NaN      NaN      NaN     NaN   133.6   10.0     NaN     379  1  0.040
site03 CKADS2025   54   2.3460   2.3640  2025    2   8   438.72     0.43     NaN      NaN      NaN     NaN   130.8    9.5     NaN     379  1  0.040
site03 CKADS2025   54   2.3870   2.4000  2025    2   9   437.26     0.37     NaN      NaN      NaN     NaN   124.8    8.4     NaN     262  1  0.040
site03 CKADS2025   54   2.4290   2.4470  2025    2  10   438.34     0.51     NaN      NaN      NaN     NaN   130.8    9.5     NaN     379  1  0.040
site03 CKADS2025   54   2.4710   2.4890  2025    2  11   438.82     0.54     NaN      NaN      NaN     NaN   134.3    9.6     NaN     379  1  0.040
site03 CKADS2025   54   2.5120   2.5300  2025    2  12   440.96     1.09     NaN      NaN      NaN     NaN   148.5   12.4     NaN     379  1  0.040
site03 CKADS2025   54   2.5540   2.5720  2025    2  13   445.59     2.91     NaN      NaN      NaN     NaN   182.6   23.4     NaN     380  1  0.040
site03 CKADS2025   54   2.5960   2.6140  2025    2  14   445.42     1.92     NaN      NaN      NaN     NaN   179.8   22.2     NaN     379  1  0.040
site03 CKADS2025   54   2.6370   2.6550  2025    2  15   442.21     1.54     NaN      NaN      NaN     NaN   154.2   14.2     NaN     379  1  0.040
site03 CKADS2025   54   2.6790   2.6970  2025    2  16   439.33     1.04     NaN      NaN      NaN     NaN   142.1   12.9     NaN     379  1  0.040
site03 CKADS2025   54   2.7210   2.7390  2025    2  17   436.68     0.90     NaN      NaN      NaN     NaN   132.8   12.1     NaN     379  1  0.040
site03 CKADS2025   54   2.7620   2.7800  2025    2  18   436.51     1.16     NaN      NaN      NaN     NaN   135.5   14.7     NaN     379  1  0.040
site03 CKADS2025   54   2.8040   2.8220  2025    2  19   435.57     1.62     NaN      NaN      NaN     NaN   137.4   20.8     NaN     379  1  0.040
site03 CKADS2025   54   2.8460   2.8640  2025    2  20   435.88     1.96     NaN      NaN      NaN     NaN   142.1   23.6     NaN     379  1  0.050
site03 CKADS2025   54   2.8870   2.9050  2025    2  21   437.75     1.72     NaN      NaN      NaN     NaN   155.2   19.4     NaN     379  1  0.050
site03 CKADS2025   54   2.9290   2.9470  2025    2  22   439.29     2.30     NaN      NaN      NaN     NaN   168.4   24.1     NaN     378  1  0.050
site03 CKADS2025   54   2.9710   2.9880  2025    2  23   442.36     2.15     NaN      NaN      NaN     NaN   197.1   26.5     NaN     378  1  0.050
site03 CKADS2025   54   3.0120   3.0300  2025    3   0   442.50     1.93     NaN      NaN      NaN     NaN   191.9   23.6     NaN     379  1  0.050
site03 CKADS2025   54   3.0540   3.0720  2025    3   1   441.16     1.24     NaN      NaN      NaN     NaN   166.4   11.6     NaN     380  1  0.050
site03 CKADS2025   54   3.0960   3.1130  2025    3   2   443.23     1.03     NaN      NaN      NaN     NaN   203.5   18.1     NaN     379  1  0.050
site03 CKADS2025   54   3.1370   3.1550  2025    3   3   443.04     1.84     NaN      NaN      NaN     NaN   191.1   21.3     NaN     379  1  0.050
site03 CKADS2025   54   3.1790   3.1970  2025    3   4   442.76     0.83     NaN      NaN      NaN     NaN   172.4   11.3     NaN     379  1  0.050
