NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE06_2015_39M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: SITE06
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.9201 N 
LONGITUDE:86.0280 W 
ALTITUDE:251 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:39m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2015-01-01 01:00:00
DATASET END DATE: 2015-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
SITE06 CKADS2024 39 1.0390 1.0810 2015 001 01 413.96 0.80 NaN NaN NaN NaN 197.6 11.7 NaN 841 1 -999.000
SITE06 CKADS2024 39 1.0810 1.1220 2015 001 02 412.42 0.96 NaN NaN NaN NaN 184.1 10.3 NaN 840 1 -999.000
SITE06 CKADS2024 39 1.1220 1.1640 2015 001 03 410.95 0.65 NaN NaN NaN NaN 173.0 8.6 NaN 839 1 -999.000
SITE06 CKADS2024 39 1.1640 1.2050 2015 001 04 411.06 0.64 NaN NaN NaN NaN 172.7 8.4 NaN 841 1 -999.000
SITE06 CKADS2024 39 1.2060 1.2470 2015 001 05 412.12 0.79 NaN NaN NaN NaN 173.4 7.8 NaN 840 1 -999.000
SITE06 CKADS2024 39 1.2470 1.2890 2015 001 06 413.42 0.55 NaN NaN NaN NaN 175.4 7.7 NaN 840 1 -999.000
SITE06 CKADS2024 39 1.2890 1.3300 2015 001 07 415.14 0.80 NaN NaN NaN NaN 178.3 7.9 NaN 840 1 -999.000
SITE06 CKADS2024 39 1.3310 1.3720 2015 001 08 416.21 0.54 NaN NaN NaN NaN 182.5 6.9 NaN 841 1 -999.000
SITE06 CKADS2024 39 1.3720 1.4140 2015 001 09 417.15 0.60 NaN NaN NaN NaN 186.4 8.6 NaN 840 1 -999.000
SITE06 CKADS2024 39 1.4140 1.4550 2015 001 10 417.37 0.59 NaN NaN NaN NaN 187.3 7.5 NaN 840 1 -999.000
SITE06 CKADS2024 39 1.4560 1.4970 2015 001 11 416.85 0.71 NaN NaN NaN NaN 193.5 9.5 NaN 841 1 -999.000
SITE06 CKADS2024 39 1.4970 1.5390 2015 001 12 415.88 0.59 NaN NaN NaN NaN 182.3 7.5 NaN 841 1 -999.000
SITE06 CKADS2024 39 1.5390 1.5800 2015 001 13 416.56 0.74 NaN NaN NaN NaN 193.9 13.8 NaN 841 1 -999.000
SITE06 CKADS2024 39 1.5810 1.6220 2015 001 14 416.59 0.91 NaN NaN NaN NaN 203.9 10.7 NaN 841 1 -999.000
SITE06 CKADS2024 39 1.6220 1.6640 2015 001 15 414.84 0.74 NaN NaN NaN NaN 191.2 9.2 NaN 842 1 -999.000
SITE06 CKADS2024 39 1.6640 1.7050 2015 001 16 414.44 0.81 NaN NaN NaN NaN 187.4 11.1 NaN 841 1 -999.000
SITE06 CKADS2024 39 1.7060 1.7470 2015 001 17 414.20 0.72 NaN NaN NaN NaN 179.2 8.6 NaN 713 1 -999.000
SITE06 CKADS2024 39 1.7470 1.7890 2015 001 18 413.96 0.75 NaN NaN NaN NaN 177.6 9.4 NaN 840 1 -999.000
SITE06 CKADS2024 39 1.7890 1.8300 2015 001 19 414.00 0.80 NaN NaN NaN NaN 177.3 9.2 NaN 837 1 -999.000
SITE06 CKADS2024 39 1.8310 1.8720 2015 001 20 414.00 0.86 NaN NaN NaN NaN 179.2 9.7 NaN 835 1 -999.000
SITE06 CKADS2024 39 1.8720 1.9140 2015 001 21 414.72 1.51 NaN NaN NaN NaN 185.4 13.3 NaN 837 1 -999.000
SITE06 CKADS2024 39 1.9140 1.9550 2015 001 22 415.85 1.55 NaN NaN NaN NaN 195.1 12.5 NaN 840 1 -999.000
SITE06 CKADS2024 39 1.9560 1.9970 2015 001 23 417.03 1.23 NaN NaN NaN NaN 203.5 12.4 NaN 840 1 -999.000
SITE06 CKADS2024 39 1.9970 2.0390 2015 002 00 416.10 0.77 NaN NaN NaN NaN 193.4 8.2 NaN 841 1 -999.000
SITE06 CKADS2024 39 2.0390 2.0810 2015 002 01 416.15 0.88 NaN NaN NaN NaN 193.7 9.5 NaN 841 1 -999.000
SITE06 CKADS2024 39 2.0810 2.1220 2015 002 02 417.26 0.93 NaN NaN NaN NaN 199.5 9.1 NaN 841 1 -999.000
SITE06 CKADS2024 39 2.1220 2.1640 2015 002 03 419.08 0.60 NaN NaN NaN NaN 209.3 7.8 NaN 841 1 -999.000
SITE06 CKADS2024 39 2.1640 2.2050 2015 002 04 419.96 0.64 NaN NaN NaN NaN 209.8 7.6 NaN 841 1 -999.000
SITE06 CKADS2024 39 2.2060 2.2470 2015 002 05 420.53 0.63 NaN NaN NaN NaN 209.2 7.1 NaN 841 1 -999.000
SITE06 CKADS2024 39 2.2470 2.2890 2015 002 06 419.65 0.99 NaN NaN NaN NaN 200.3 8.8 NaN 841 1 -999.000
SITE06 CKADS2024 39 2.2890 2.3300 2015 002 07 419.59 1.25 NaN NaN NaN NaN 196.5 8.1 NaN 840 1 -999.000
SITE06 CKADS2024 39 2.3310 2.3720 2015 002 08 422.44 2.38 NaN NaN NaN NaN 224.6 16.4 NaN 841 1 -999.000
SITE06 CKADS2024 39 2.3720 2.4140 2015 002 09 426.89 0.78 NaN NaN NaN NaN 238.3 8.6 NaN 841 1 -999.000
SITE06 CKADS2024 39 2.4140 2.4550 2015 002 10 427.48 1.38 NaN NaN NaN NaN 253.7 18.7 NaN 841 1 -999.000
SITE06 CKADS2024 39 2.4560 2.4970 2015 002 11 429.38 2.25 NaN NaN NaN NaN 246.2 17.2 NaN 841 1 -999.000
SITE06 CKADS2024 39 2.4970 2.5390 2015 002 12 432.70 4.29 NaN NaN NaN NaN 273.5 34.6 NaN 841 1 -999.000
