NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE10_2025_40M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2025-05-08
STATION NAME: site10
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7181 N 
LONGITUDE:86.1436 W 
ALTITUDE:223 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:40m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2025-01-01 00:00:00
DATASET END DATE: 2025-05-01 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std(ppm) unc(ppm) CH4(ppb) std(ppb) unc(ppb) CO(ppb) std(ppb) unc(ppb) #pts Flag H2O(percent) 
site10 CFADS2234   40   1.0400   1.0810  2025    1   1   440.58     0.83     NaN   2061.1     4.55     NaN     NaN    NaN     NaN     858  1  0.030
site10 CFADS2234   40   1.0810   1.1230  2025    1   2   439.82     0.88     NaN   2057.0     2.67     NaN     NaN    NaN     NaN     856  1  0.030
site10 CFADS2234   40   1.1230   1.1650  2025    1   3   442.12     0.50     NaN   2075.2     5.26     NaN     NaN    NaN     NaN     851  1  0.030
site10 CFADS2234   40   1.1650   1.2060  2025    1   4   440.44     1.12     NaN   2066.3     7.53     NaN     NaN    NaN     NaN     848  1  0.030
site10 CFADS2234   40   1.2060   1.2480  2025    1   5   440.81     1.82     NaN   2059.7     2.80     NaN     NaN    NaN     NaN     845  1  0.030
site10 CFADS2234   40   1.2480   1.2900  2025    1   6   442.75     2.24     NaN   2068.8     7.89     NaN     NaN    NaN     NaN     840  1  0.030
site10 CFADS2234   40   1.2900   1.3310  2025    1   7   440.47     2.16     NaN   2063.9     7.71     NaN     NaN    NaN     NaN     841  1  0.030
site10 CFADS2234   40   1.3310   1.3700  2025    1   8   438.75     0.45     NaN   2057.2     1.60     NaN     NaN    NaN     NaN     772  1  0.030
site10 CFADS2234   40   1.3780   1.4150  2025    1   9   441.37     1.83     NaN   2072.5    11.65     NaN     NaN    NaN     NaN     730  1  0.030
site10 CFADS2234   40   1.4150   1.4560  2025    1  10   438.51     1.64     NaN   2177.7   103.08     NaN     NaN    NaN     NaN     832  1  0.030
site10 CFADS2234   40   1.4560   1.4980  2025    1  11   438.01     2.01     NaN   2137.2    88.03     NaN     NaN    NaN     NaN     832  1  0.030
site10 CFADS2234   40   1.4980   1.5400  2025    1  12   440.45     2.24     NaN   2064.7    17.47     NaN     NaN    NaN     NaN     836  1  0.030
site10 CFADS2234   40   1.5400   1.5810  2025    1  13   441.75     1.92     NaN   2069.1     4.33     NaN     NaN    NaN     NaN     834  1  0.030
site10 CFADS2234   40   1.5810   1.6230  2025    1  14   439.42     1.57     NaN   2199.1   112.87     NaN     NaN    NaN     NaN     826  1  0.030
site10 CFADS2234   40   1.6230   1.6650  2025    1  15   438.77     1.21     NaN   2229.0   112.87     NaN     NaN    NaN     NaN     825  1  0.030
site10 CFADS2234   40   1.6650   1.7060  2025    1  16   438.96     1.88     NaN   2145.2    78.78     NaN     NaN    NaN     NaN     824  1  0.030
site10 CFADS2234   40   1.7060   1.7480  2025    1  17   438.70     1.38     NaN   2164.4    56.20     NaN     NaN    NaN     NaN     816  1  0.030
site10 CFADS2234   40   1.7480   1.7900  2025    1  18   438.84     0.84     NaN   2178.9    79.79     NaN     NaN    NaN     NaN     810  1  0.030
site10 CFADS2234   40   1.7900   1.8310  2025    1  19   438.44     0.30     NaN   2168.2    78.81     NaN     NaN    NaN     NaN     805  1  0.030
site10 CFADS2234   40   1.8310   1.8730  2025    1  20   438.57     0.46     NaN   2158.3    81.36     NaN     NaN    NaN     NaN     801  1  0.030
site10 CFADS2234   40   1.8730   1.9150  2025    1  21   438.40     0.42     NaN   2159.6    62.39     NaN     NaN    NaN     NaN     798  1  0.030
site10 CFADS2234   40   1.9150   1.9560  2025    1  22   438.77     0.40     NaN   2169.1    57.39     NaN     NaN    NaN     NaN     794  1  0.030
site10 CFADS2234   40   1.9560   1.9980  2025    1  23   439.07     0.43     NaN   2241.8   101.46     NaN     NaN    NaN     NaN     792  1  0.030
site10 CFADS2234   40   1.9980   2.0400  2025    2   0   438.38     0.40     NaN   2125.7    20.67     NaN     NaN    NaN     NaN     793  1  0.030
site10 CFADS2234   40   2.0400   2.0810  2025    2   1   438.67     0.48     NaN   2141.8    16.81     NaN     NaN    NaN     NaN     789  1  0.030
site10 CFADS2234   40   2.0810   2.1230  2025    2   2   439.28     0.83     NaN   2159.5    15.62     NaN     NaN    NaN     NaN     790  1  0.030
site10 CFADS2234   40   2.1230   2.1650  2025    2   3   440.61     1.59     NaN   2123.5    32.20     NaN     NaN    NaN     NaN     787  1  0.030
site10 CFADS2234   40   2.1650   2.2060  2025    2   4   437.91     1.55     NaN   2100.8    24.57     NaN     NaN    NaN     NaN     788  1  0.030
site10 CFADS2234   40   2.2060   2.2480  2025    2   5   437.05     1.02     NaN   2294.5   148.23     NaN     NaN    NaN     NaN     786  1  0.030
site10 CFADS2234   40   2.2480   2.2900  2025    2   6   438.52     0.85     NaN   2328.5   271.22     NaN     NaN    NaN     NaN     785  1  0.030
site10 CFADS2234   40   2.2900   2.3300  2025    2   7   445.19     2.48     NaN   2123.2    31.66     NaN     NaN    NaN     NaN     750  1  0.030
site10 CFADS2234   40   2.3380   2.3730  2025    2   8   446.73     1.72     NaN   2095.8     8.45     NaN     NaN    NaN     NaN     659  1  0.030
