NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE13_2020_87M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: site13
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7173 N 
LONGITUDE:85.9417 W 
ALTITUDE:248 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:87m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2020-01-01 02:00:00
DATASET END DATE: 2020-10-04 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site13 CFADS2159 87 1.0790 1.1210 2020 001 02 420.44 0.11 NaN 1974.6 0.66 NaN NaN NaN NaN 1258 1 0.130
site13 CFADS2159 87 1.1210 1.1630 2020 001 03 420.25 0.18 NaN 1990.9 12.69 NaN NaN NaN NaN 1258 1 0.130
site13 CFADS2159 87 1.1630 1.2040 2020 001 04 420.87 0.29 NaN 1994.6 13.89 NaN NaN NaN NaN 1258 1 0.130
site13 CFADS2159 87 1.2040 1.2460 2020 001 05 421.61 0.38 NaN 1997.2 10.41 NaN NaN NaN NaN 1258 1 0.130
site13 CFADS2159 87 1.2460 1.2880 2020 001 06 421.33 0.38 NaN 1994.9 14.33 NaN NaN NaN NaN 1047 1 0.140
site13 CFADS2159 87 1.2880 1.3290 2020 001 07 420.50 0.35 NaN 2018.7 22.22 NaN NaN NaN NaN 1258 1 0.140
site13 CFADS2159 87 1.3290 1.3710 2020 001 08 420.51 0.15 NaN 1982.1 2.60 NaN NaN NaN NaN 1257 1 0.140
site13 CFADS2159 87 1.3710 1.4130 2020 001 09 420.28 0.12 NaN 1982.4 1.75 NaN NaN NaN NaN 1258 1 0.140
site13 CFADS2159 87 1.4130 1.4540 2020 001 10 420.88 0.33 NaN 1987.7 2.59 NaN NaN NaN NaN 1258 1 0.140
site13 CFADS2159 87 1.4540 1.4960 2020 001 11 420.86 0.39 NaN 1983.3 2.61 NaN NaN NaN NaN 1258 1 0.140
site13 CFADS2159 87 1.4960 1.5380 2020 001 12 421.30 0.32 NaN 1982.0 1.15 NaN NaN NaN NaN 1256 1 0.150
site13 CFADS2159 87 1.5380 1.5790 2020 001 13 421.85 0.34 NaN 1988.0 4.94 NaN NaN NaN NaN 1258 1 0.140
site13 CFADS2159 87 1.5790 1.6210 2020 001 14 423.84 0.65 NaN 2008.5 3.23 NaN NaN NaN NaN 1257 1 0.140
site13 CFADS2159 87 1.6210 1.6630 2020 001 15 424.37 0.66 NaN 2015.2 4.46 NaN NaN NaN NaN 1258 1 0.150
site13 CFADS2159 87 1.6630 1.7040 2020 001 16 423.15 0.35 NaN 2012.5 4.62 NaN NaN NaN NaN 1256 1 0.170
site13 CFADS2159 87 1.7040 1.7460 2020 001 17 422.20 0.20 NaN 2000.1 2.07 NaN NaN NaN NaN 1258 1 0.160
site13 CFADS2159 87 1.7460 1.7880 2020 001 18 421.66 0.55 NaN 1995.0 4.09 NaN NaN NaN NaN 1259 1 0.150
site13 CFADS2159 87 1.7880 1.8290 2020 001 19 420.16 0.57 NaN 1987.7 2.45 NaN NaN NaN NaN 1260 1 0.150
site13 CFADS2159 87 1.8290 1.8710 2020 001 20 419.33 0.16 NaN 1983.5 2.02 NaN NaN NaN NaN 1261 1 0.150
site13 CFADS2159 87 1.8710 1.9130 2020 001 21 419.95 0.50 NaN 1994.8 3.29 NaN NaN NaN NaN 1263 1 0.150
site13 CFADS2159 87 1.9130 1.9540 2020 001 22 420.33 0.37 NaN 1998.6 2.01 NaN NaN NaN NaN 1263 1 0.150
site13 CFADS2159 87 1.9540 1.9960 2020 001 23 420.53 0.31 NaN 1998.1 5.13 NaN NaN NaN NaN 1261 1 0.140
site13 CFADS2159 87 1.9960 2.0380 2020 002 00 420.84 0.16 NaN 2000.5 3.10 NaN NaN NaN NaN 1261 1 0.140
site13 CFADS2159 87 2.0380 2.0790 2020 002 01 421.53 0.17 NaN 2025.4 11.93 NaN NaN NaN NaN 1259 1 0.130
site13 CFADS2159 87 2.0790 2.1210 2020 002 02 422.04 0.15 NaN 2025.6 6.45 NaN NaN NaN NaN 1258 1 0.130
site13 CFADS2159 87 2.1210 2.1630 2020 002 03 421.98 0.15 NaN 2024.6 0.87 NaN NaN NaN NaN 1258 1 0.130
site13 CFADS2159 87 2.1630 2.2040 2020 002 04 421.48 0.14 NaN 2014.5 5.12 NaN NaN NaN NaN 1257 1 0.130
site13 CFADS2159 87 2.2040 2.2460 2020 002 05 421.05 0.21 NaN 2001.6 2.86 NaN NaN NaN NaN 1046 1 0.130
site13 CFADS2159 87 2.2460 2.2880 2020 002 06 420.95 0.10 NaN 1996.8 0.48 NaN NaN NaN NaN 1257 1 0.130
site13 CFADS2159 87 2.2880 2.3290 2020 002 07 421.34 0.16 NaN 1997.7 0.87 NaN NaN NaN NaN 1257 1 0.130
site13 CFADS2159 87 2.3290 2.3710 2020 002 08 421.50 0.07 NaN 1994.0 0.77 NaN NaN NaN NaN 1256 1 0.140
site13 CFADS2159 87 2.3710 2.4130 2020 002 09 421.53 0.13 NaN 1996.2 3.19 NaN NaN NaN NaN 1257 1 0.140
site13 CFADS2159 87 2.4130 2.4540 2020 002 10 422.02 0.12 NaN 2005.1 1.56 NaN NaN NaN NaN 1258 1 0.150
site13 CFADS2159 87 2.4540 2.4960 2020 002 11 422.03 0.18 NaN 2002.5 2.01 NaN NaN NaN NaN 1259 1 0.150
site13 CFADS2159 87 2.4960 2.5380 2020 002 12 421.58 0.21 NaN 2000.2 0.84 NaN NaN NaN NaN 1258 1 0.150
site13 CFADS2159 87 2.5380 2.5790 2020 002 13 422.23 0.46 NaN 2006.6 4.84 NaN NaN NaN NaN 1258 1 0.150
