NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE14_2020_76M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: site14
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE: 39.9971 N
LONGITUDE:86.7396 W
ALTITUDE:264 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:76m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2020-01-01 02:00:00
DATASET END DATE: 2020-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site14 CFADS2169 76 1.0800 1.1220 2020 001 02 420.21 0.26 NaN 1977.9 0.58 NaN NaN NaN NaN 1169 1 0.020
site14 CFADS2169 76 1.1220 1.1630 2020 001 03 419.42 0.11 NaN 1979.6 1.05 NaN NaN NaN NaN 1168 1 0.020
site14 CFADS2169 76 1.1630 1.2050 2020 001 04 419.58 0.09 NaN 1981.4 0.57 NaN NaN NaN NaN 1170 1 0.020
site14 CFADS2169 76 1.2050 1.2470 2020 001 05 420.00 0.16 NaN 1984.4 0.93 NaN NaN NaN NaN 1185 1 0.020
site14 CFADS2169 76 1.2470 1.2880 2020 001 06 420.32 0.20 NaN 1985.8 1.33 NaN NaN NaN NaN 1189 1 0.020
site14 CFADS2169 76 1.2880 1.3300 2020 001 07 420.97 0.31 NaN 1987.3 0.76 NaN NaN NaN NaN 1188 1 0.020
site14 CFADS2169 76 1.3300 1.3720 2020 001 08 421.74 0.80 NaN 1990.3 2.16 NaN NaN NaN NaN 1190 1 0.020
site14 CFADS2169 76 1.3720 1.4130 2020 001 09 421.60 0.65 NaN 1992.7 6.20 NaN NaN NaN NaN 1188 1 0.020
site14 CFADS2169 76 1.4130 1.4550 2020 001 10 422.81 1.41 NaN 1993.2 4.44 NaN NaN NaN NaN 1186 1 0.020
site14 CFADS2169 76 1.4550 1.4970 2020 001 11 421.87 0.13 NaN 1986.9 6.22 NaN NaN NaN NaN 1169 1 0.020
site14 CFADS2169 76 1.4970 1.5380 2020 001 12 422.13 0.16 NaN 1984.4 0.83 NaN NaN NaN NaN 1171 1 0.020
site14 CFADS2169 76 1.5380 1.5800 2020 001 13 422.63 0.22 NaN 1987.3 1.29 NaN NaN NaN NaN 1171 1 0.020
site14 CFADS2169 76 1.5800 1.6220 2020 001 14 423.32 0.16 NaN 1990.7 1.00 NaN NaN NaN NaN 1189 1 0.020
site14 CFADS2169 76 1.6220 1.6630 2020 001 15 423.47 0.13 NaN 1996.0 2.12 NaN NaN NaN NaN 1198 1 0.020
site14 CFADS2169 76 1.6630 1.7050 2020 001 16 423.07 0.18 NaN 2020.9 20.19 NaN NaN NaN NaN 1204 1 0.030
site14 CFADS2169 76 1.7050 1.7470 2020 001 17 422.59 0.48 NaN 2037.4 11.17 NaN NaN NaN NaN 1209 1 0.030
site14 CFADS2169 76 1.7470 1.7880 2020 001 18 421.40 0.18 NaN 2030.4 6.15 NaN NaN NaN NaN 1209 1 0.030
site14 CFADS2169 76 1.7880 1.8300 2020 001 19 421.25 0.24 NaN 2002.1 4.94 NaN NaN NaN NaN 1215 1 0.030
site14 CFADS2169 76 1.8300 1.8690 2020 001 20 420.01 0.29 NaN 2003.9 1.89 NaN NaN NaN NaN 1133 1 0.030
site14 CFADS2169 76 1.8760 1.9130 2020 001 21 419.52 0.18 NaN 2012.4 4.54 NaN NaN NaN NaN 1088 1 0.030
site14 CFADS2169 76 1.9130 1.9550 2020 001 22 421.26 1.22 NaN 2021.9 2.48 NaN NaN NaN NaN 1204 1 0.030
site14 CFADS2169 76 1.9550 1.9970 2020 001 23 421.28 0.65 NaN 2006.8 7.09 NaN NaN NaN NaN 1197 1 0.020
site14 CFADS2169 76 1.9970 2.0380 2020 002 00 420.67 0.07 NaN 2001.0 1.37 NaN NaN NaN NaN 1194 1 0.020
site14 CFADS2169 76 2.0380 2.0800 2020 002 01 420.55 0.09 NaN 2005.0 0.67 NaN NaN NaN NaN 1192 1 0.020
site14 CFADS2169 76 2.0800 2.1220 2020 002 02 421.22 0.40 NaN 2008.1 1.38 NaN NaN NaN NaN 1194 1 0.020
site14 CFADS2169 76 2.1220 2.1630 2020 002 03 420.77 0.49 NaN 2006.9 1.38 NaN NaN NaN NaN 1189 1 0.020
site14 CFADS2169 76 2.1630 2.2050 2020 002 04 420.51 0.08 NaN 2008.9 0.60 NaN NaN NaN NaN 1188 1 0.020
site14 CFADS2169 76 2.2050 2.2470 2020 002 05 420.52 0.07 NaN 2005.1 1.67 NaN NaN NaN NaN 1187 1 0.020
site14 CFADS2169 76 2.2470 2.2880 2020 002 06 420.88 0.11 NaN 2003.2 0.38 NaN NaN NaN NaN 1192 1 0.020
site14 CFADS2169 76 2.2880 2.3300 2020 002 07 420.68 0.17 NaN 2003.3 0.52 NaN NaN NaN NaN 1194 1 0.020
site14 CFADS2169 76 2.3300 2.3720 2020 002 08 420.22 0.08 NaN 1998.9 1.25 NaN NaN NaN NaN 1195 1 0.020
site14 CFADS2169 76 2.3720 2.4130 2020 002 09 420.22 0.08 NaN 1999.6 0.87 NaN NaN NaN NaN 1199 1 0.020
site14 CFADS2169 76 2.4130 2.4550 2020 002 10 420.28 0.08 NaN 2001.1 0.46 NaN NaN NaN NaN 1193 1 0.020
site14 CFADS2169 76 2.4550 2.4970 2020 002 11 420.58 0.11 NaN 2004.4 1.49 NaN NaN NaN NaN 1193 1 0.020
site14 CFADS2169 76 2.4970 2.5380 2020 002 12 420.74 0.06 NaN 2009.9 1.55 NaN NaN NaN NaN 1193 1 0.020
site14 CFADS2169 76 2.5380 2.5800 2020 002 13 420.84 0.08 NaN 2012.2 0.50 NaN NaN NaN NaN 1192 1 0.020
