NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE07_2022_58M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2023-03-02
STATION NAME: site07
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7739 N 
LONGITUDE:86.2724 W 
ALTITUDE:241 m ASL 
NUMBER OF SAMPLING HEIGHTS:2 
SAMPLING HEIGHT:58m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2022-01-01 00:00:00
DATASET END DATE: 2022-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std(ppm) unc(ppm) CH4(ppb) std(ppb) unc(ppb) CO(ppb) std(ppb) unc(ppb) #pts Flag H2O(percent) 
site07 CKADS2023   21   1.0220   1.0300  2022    1   0   438.04     0.32     NaN      NaN      NaN     NaN   168.0    8.3     NaN     161  1  0.060
site07 CKADS2023   21   1.0640   1.0710  2022    1   1   439.38     0.89     NaN      NaN      NaN     NaN   176.5    9.4     NaN     161  1  0.060
site07 CKADS2023   21   1.1050   1.1130  2022    1   2   440.92     0.36     NaN      NaN      NaN     NaN   168.0    6.9     NaN     162  1  0.060
site07 CKADS2023   21   1.1470   1.1540  2022    1   3   438.08     0.21     NaN      NaN      NaN     NaN   153.4    8.1     NaN     161  1  0.060
site07 CKADS2023   21   1.1890   1.1960  2022    1   4   436.87     0.46     NaN      NaN      NaN     NaN   157.4    8.9     NaN     162  1  0.060
site07 CKADS2023   21   1.2300   1.2380  2022    1   5   437.63     0.36     NaN      NaN      NaN     NaN   159.6   11.9     NaN     162  1  0.060
site07 CKADS2023   21   1.2720   1.2790  2022    1   6   434.45     0.71     NaN      NaN      NaN     NaN   146.5    8.6     NaN     161  1  0.060
site07 CKADS2023   21   1.3140   1.3210  2022    1   7   429.90     0.18     NaN      NaN      NaN     NaN   125.6    8.0     NaN     162  1  0.060
site07 CKADS2023   21   1.3550   1.3630  2022    1   8   431.16     0.84     NaN      NaN      NaN     NaN   170.8   21.6     NaN     161  1  0.070
site07 CKADS2023   21   1.3970   1.4040  2022    1   9   430.68     1.77     NaN      NaN      NaN     NaN   122.9    9.4     NaN     161  1  0.060
site07 CKADS2023   21   1.4390   1.4460  2022    1  10   443.22     0.27     NaN      NaN      NaN     NaN   157.4    8.1     NaN     161  1  0.070
site07 CKADS2023   21   1.4800   1.4880  2022    1  11   445.56     0.58     NaN      NaN      NaN     NaN   171.2    8.0     NaN     162  1  0.070
site07 CKADS2023   21   1.5220   1.5290  2022    1  12   446.08     0.79     NaN      NaN      NaN     NaN   169.1    9.3     NaN     162  1  0.060
site07 CKADS2023   21   1.5640   1.5710  2022    1  13   445.10     1.48     NaN      NaN      NaN     NaN   179.7   12.6     NaN     162  1  0.060
site07 CKADS2023   21   1.6050   1.6130  2022    1  14   446.05     1.18     NaN      NaN      NaN     NaN   187.9   12.5     NaN     162  1  0.060
site07 CKADS2023   21   1.6470   1.6540  2022    1  15   447.52     1.31     NaN      NaN      NaN     NaN   192.1   10.2     NaN     162  1  0.060
site07 CKADS2023   21   1.6890   1.6960  2022    1  16   449.84     0.72     NaN      NaN      NaN     NaN   272.3    8.6     NaN     161  1  0.060
site07 CKADS2023   21   1.7300   1.7380  2022    1  17   444.84     0.90     NaN      NaN      NaN     NaN   220.7    8.0     NaN     161  1  0.060
site07 CKADS2023   21   1.7720   1.7790  2022    1  18   447.46     2.03     NaN      NaN      NaN     NaN   245.3   17.6     NaN     161  1  0.060
site07 CKADS2023   21   1.8140   1.8210  2022    1  19   446.66     2.48     NaN      NaN      NaN     NaN   250.3   24.5     NaN     162  1  0.060
site07 CKADS2023   21   1.8550   1.8630  2022    1  20   447.50     2.04     NaN      NaN      NaN     NaN   244.7   23.7     NaN     162  1  0.060
site07 CKADS2023   21   1.8970   1.9040  2022    1  21   451.27     2.04     NaN      NaN      NaN     NaN   263.7   26.0     NaN     162  1  0.060
site07 CKADS2023   21   1.9380   1.9460  2022    1  22   453.54     1.67     NaN      NaN      NaN     NaN   279.0   18.4     NaN     161  1  0.060
site07 CKADS2023   21   1.9800   1.9880  2022    1  23   458.86     1.96     NaN      NaN      NaN     NaN   300.1   18.9     NaN     161  1  0.060
site07 CKADS2023   21   2.0220   2.0290  2022    2   0   462.69     1.75     NaN      NaN      NaN     NaN   307.1   14.4     NaN     162  1  0.060
site07 CKADS2023   21   2.0630   2.0710  2022    2   1   448.10     1.22     NaN      NaN      NaN     NaN   215.6   15.7     NaN     161  1  0.060
site07 CKADS2023   21   2.1050   2.1130  2022    2   2   442.17     0.91     NaN      NaN      NaN     NaN   194.5    9.1     NaN     161  1  0.060
site07 CKADS2023   21   2.1470   2.1540  2022    2   3   436.60     0.83     NaN      NaN      NaN     NaN   172.3    8.1     NaN     161  1  0.050
site07 CKADS2023   21   2.1880   2.1960  2022    2   4   435.90     0.62     NaN      NaN      NaN     NaN   173.2   11.1     NaN     161  1  0.050
site07 CKADS2023   21   2.2300   2.2380  2022    2   5   433.69     0.37     NaN      NaN      NaN     NaN   157.0    9.7     NaN     161  1  0.050
site07 CKADS2023   21   2.2720   2.2790  2022    2   6   434.69     0.48     NaN      NaN      NaN     NaN   156.6    8.0     NaN     161  1  0.050
site07 CKADS2023   21   2.3130   2.3210  2022    2   7   432.87     0.24     NaN      NaN      NaN     NaN   157.4    8.1     NaN     161  1  0.050
site07 CKADS2023   21   2.3550   2.3630  2022    2   8   430.09     0.31     NaN      NaN      NaN     NaN   147.8    8.4     NaN     161  1  0.050
