NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE14_2019_76M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: site14
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE: 39.9971 N
LONGITUDE:86.7396 W
ALTITUDE:264 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:76m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2019-01-01 02:00:00
DATASET END DATE: 2019-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site14 CFADS2155 76 1.0800 1.1220 2019 001 02 432.45 0.68 NaN 2090.2 5.24 NaN NaN NaN NaN 1098 1 0.040
site14 CFADS2155 76 1.1220 1.1630 2019 001 03 431.80 1.33 NaN 2085.8 3.86 NaN NaN NaN NaN 1100 1 0.040
site14 CFADS2155 76 1.1630 1.2050 2019 001 04 434.39 0.53 NaN 2104.7 3.58 NaN NaN NaN NaN 919 1 0.040
site14 CFADS2155 76 1.2050 1.2470 2019 001 05 432.83 0.24 NaN 2117.1 3.19 NaN NaN NaN NaN 1103 1 0.040
site14 CFADS2155 76 1.2470 1.2880 2019 001 06 433.16 0.43 NaN 2114.1 1.27 NaN NaN NaN NaN 1103 1 0.040
site14 CFADS2155 76 1.2880 1.3300 2019 001 07 434.32 0.44 NaN 2117.0 3.33 NaN NaN NaN NaN 1105 1 0.040
site14 CFADS2155 76 1.3300 1.3720 2019 001 08 435.86 0.39 NaN 2128.3 2.20 NaN NaN NaN NaN 1103 1 0.040
site14 CFADS2155 76 1.3720 1.4130 2019 001 09 436.63 0.18 NaN 2129.6 1.19 NaN NaN NaN NaN 1102 1 0.040
site14 CFADS2155 76 1.4130 1.4550 2019 001 10 436.70 0.19 NaN 2130.4 6.12 NaN NaN NaN NaN 1105 1 0.030
site14 CFADS2155 76 1.4550 1.4970 2019 001 11 434.41 1.07 NaN 2101.6 14.98 NaN NaN NaN NaN 1105 1 0.040
site14 CFADS2155 76 1.4970 1.5380 2019 001 12 432.77 0.46 NaN 2085.4 8.97 NaN NaN NaN NaN 1107 1 0.040
site14 CFADS2155 76 1.5380 1.5800 2019 001 13 433.13 0.36 NaN 2088.7 9.64 NaN NaN NaN NaN 1107 1 0.040
site14 CFADS2155 76 1.5800 1.6220 2019 001 14 433.65 0.47 NaN 2092.9 3.43 NaN NaN NaN NaN 1104 1 0.040
site14 CFADS2155 76 1.6220 1.6630 2019 001 15 431.60 0.46 NaN 2079.4 2.90 NaN NaN NaN NaN 1107 1 0.040
site14 CFADS2155 76 1.6630 1.7050 2019 001 16 430.05 1.59 NaN 2065.8 15.33 NaN NaN NaN NaN 1108 1 0.040
site14 CFADS2155 76 1.7050 1.7470 2019 001 17 426.24 0.89 NaN 2034.4 6.82 NaN NaN NaN NaN 1108 1 0.040
site14 CFADS2155 76 1.7470 1.7880 2019 001 18 425.48 0.11 NaN 2025.7 1.42 NaN NaN NaN NaN 1104 1 0.040
site14 CFADS2155 76 1.7880 1.8300 2019 001 19 424.98 0.34 NaN 2022.8 4.54 NaN NaN NaN NaN 1104 1 0.040
site14 CFADS2155 76 1.8300 1.8720 2019 001 20 424.17 0.22 NaN 2013.4 2.07 NaN NaN NaN NaN 1102 1 0.040
site14 CFADS2155 76 1.8720 1.9130 2019 001 21 423.54 0.32 NaN 2008.8 3.90 NaN NaN NaN NaN 1104 1 0.040
site14 CFADS2155 76 1.9130 1.9550 2019 001 22 422.58 0.45 NaN 2000.7 2.30 NaN NaN NaN NaN 1106 1 0.040
site14 CFADS2155 76 1.9550 1.9970 2019 001 23 421.17 0.14 NaN 1997.1 1.66 NaN NaN NaN NaN 1107 1 0.040
site14 CFADS2155 76 1.9970 2.0380 2019 002 00 421.26 0.10 NaN 1995.0 1.86 NaN NaN NaN NaN 1106 1 0.040
site14 CFADS2155 76 2.0380 2.0800 2019 002 01 421.10 0.22 NaN 1987.3 1.06 NaN NaN NaN NaN 1108 1 0.040
site14 CFADS2155 76 2.0800 2.1220 2019 002 02 420.63 0.44 NaN 1990.4 3.63 NaN NaN NaN NaN 1110 1 0.040
site14 CFADS2155 76 2.1220 2.1630 2019 002 03 419.79 0.15 NaN 2003.1 16.94 NaN NaN NaN NaN 924 1 0.040
site14 CFADS2155 76 2.1630 2.2050 2019 002 04 419.98 0.16 NaN 2025.2 8.62 NaN NaN NaN NaN 1109 1 0.040
site14 CFADS2155 76 2.2050 2.2470 2019 002 05 420.15 0.25 NaN 2005.7 5.15 NaN NaN NaN NaN 1107 1 0.040
site14 CFADS2155 76 2.2470 2.2880 2019 002 06 420.80 0.16 NaN 2018.9 1.57 NaN NaN NaN NaN 1106 1 0.040
site14 CFADS2155 76 2.2880 2.3300 2019 002 07 421.69 0.42 NaN 2032.0 8.68 NaN NaN NaN NaN 1108 1 0.040
site14 CFADS2155 76 2.3300 2.3720 2019 002 08 421.63 0.24 NaN 1999.0 3.36 NaN NaN NaN NaN 1106 1 0.040
site14 CFADS2155 76 2.3720 2.4130 2019 002 09 421.26 0.17 NaN 2000.4 1.09 NaN NaN NaN NaN 1105 1 0.040
site14 CFADS2155 76 2.4130 2.4550 2019 002 10 421.94 0.19 NaN 2004.1 1.06 NaN NaN NaN NaN 1106 1 0.040
site14 CFADS2155 76 2.4550 2.4970 2019 002 11 422.44 0.31 NaN 2005.7 1.22 NaN NaN NaN NaN 1103 1 0.040
site14 CFADS2155 76 2.4970 2.5380 2019 002 12 423.05 0.21 NaN 2009.8 2.37 NaN NaN NaN NaN 1106 1 0.040
site14 CFADS2155 76 2.5380 2.5800 2019 002 13 423.10 0.27 NaN 2018.1 8.86 NaN NaN NaN NaN 1105 1 0.040
