NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE15_2021_75M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2022-02-21
STATION NAME: site15
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE: 39.6376 N
LONGITUDE: 86.4779 W
ALTITUDE: 258 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT: 75m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2021-01-01 00:00:00
DATASET END DATE: 2021-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site15 CFKADS2218   75   1.0000   1.0420  2021    1   0   435.42     1.67     NaN   2097.5    40.50     NaN   220.2   13.6     NaN    1222  1  0.010
site15 CFKADS2218   75   1.0420   1.0830  2021    1   1   434.62     1.14     NaN   2111.5    39.49     NaN   206.0   11.5     NaN    1459  1  0.010
site15 CFKADS2218   75   1.0830   1.1250  2021    1   2   433.85     0.67     NaN   2132.7    52.75     NaN   189.9    6.2     NaN    1430  1  0.010
site15 CFKADS2218   75   1.1250   1.1670  2021    1   3   433.64     0.42     NaN   2070.0     1.30     NaN   186.9    6.2     NaN    1405  1  0.010
site15 CFKADS2218   75   1.1670   1.2080  2021    1   4   432.43     0.82     NaN   2113.6    53.66     NaN   180.7    7.8     NaN    1379  1  0.010
site15 CFKADS2218   75   1.2080   1.2500  2021    1   5   429.83     0.31     NaN   2104.0    28.53     NaN   168.0    5.7     NaN    1302  1  0.010
site15 CFKADS2218   75   1.2500   1.2920  2021    1   6   429.96     0.17     NaN   2074.9     5.20     NaN   167.4    5.3     NaN    1271  1  0.010
site15 CFKADS2218   75   1.2920   1.3330  2021    1   7   429.85     0.11     NaN   2080.9     7.86     NaN   165.7    5.5     NaN    1268  1  0.010
site15 CFKADS2218   75   1.3330   1.3750  2021    1   8   431.00     0.55     NaN   2109.5    26.80     NaN   169.4    5.9     NaN    1259  1  0.010
site15 CFKADS2218   75   1.3750   1.4170  2021    1   9   430.79     0.37     NaN   2160.3    33.36     NaN   169.9    5.3     NaN    1269  1  0.010
site15 CFKADS2218   75   1.4170   1.4580  2021    1  10   432.23     0.65     NaN   2217.9    45.45     NaN   169.4    5.1     NaN    1280  1  0.010
site15 CFKADS2218   75   1.4580   1.5000  2021    1  11   430.32     0.19     NaN   2121.6    58.89     NaN   166.4    5.5     NaN    1266  1  0.010
site15 CFKADS2218   75   1.5000   1.5420  2021    1  12   430.10     0.10     NaN   2082.8    22.55     NaN   162.8    5.3     NaN    1291  1  0.010
site15 CFKADS2218   75   1.5420   1.5830  2021    1  13   429.38     0.37     NaN   2091.7    21.02     NaN   157.4    5.6     NaN    1327  1  0.010
site15 CFKADS2218   75   1.5830   1.6250  2021    1  14   429.00     0.16     NaN   2097.7    11.18     NaN   155.3    5.1     NaN    1356  1  0.010
site15 CFKADS2218   75   1.6250   1.6670  2021    1  15   430.33     0.46     NaN   2143.1     8.68     NaN   160.5    5.6     NaN    1400  1  0.010
site15 CFKADS2218   75   1.6670   1.7080  2021    1  16   431.30     0.24     NaN   2117.1     3.97     NaN   163.5    5.2     NaN    1423  1  0.010
site15 CFKADS2218   75   1.7080   1.7500  2021    1  17   432.23     0.27     NaN   2124.8     8.04     NaN   167.1    5.6     NaN    1430  1  0.010
site15 CFKADS2218   75   1.7500   1.7920  2021    1  18   432.73     0.13     NaN   2154.6     7.48     NaN   169.0    5.1     NaN    1417  1  0.010
site15 CFKADS2218   75   1.7920   1.8330  2021    1  19   433.30     0.20     NaN   2174.8     5.41     NaN   170.2    5.1     NaN    1451  1  0.010
site15 CFKADS2218   75   1.8330   1.8750  2021    1  20   433.99     0.22     NaN   2190.8     3.36     NaN   174.8    5.5     NaN    1469  1  0.010
site15 CFKADS2218   75   1.8750   1.9170  2021    1  21   434.38     0.34     NaN   2197.1     2.77     NaN   175.2    6.2     NaN    1490  1  0.010
site15 CFKADS2218   75   1.9170   1.9580  2021    1  22   433.00     0.83     NaN   2161.8    21.36     NaN   164.2    7.8     NaN    1509  1  0.010
site15 CFKADS2218   75   1.9580   2.0000  2021    1  23   431.73     0.46     NaN   2113.5    10.43     NaN   156.4    5.8     NaN    1276  1  0.010
site15 CFKADS2218   75   2.0000   2.0420  2021    2   0   431.45     0.31     NaN   2099.0     5.06     NaN   152.0    6.2     NaN    1567  1  0.010
site15 CFKADS2218   75   2.0420   2.0830  2021    2   1   431.04     0.12     NaN   2069.8     7.74     NaN   148.7    5.5     NaN    1674  1  0.010
site15 CFKADS2218   75   2.0830   2.1250  2021    2   2   431.74     0.36     NaN   2066.8     5.43     NaN   154.0    5.6     NaN    1742  1  0.020
site15 CFKADS2218   75   2.1250   2.1670  2021    2   3   433.97     0.80     NaN   2075.5     4.49     NaN   163.6    6.1     NaN    1747  1  0.020
site15 CFKADS2218   75   2.1670   2.2080  2021    2   4   433.95     0.47     NaN   2078.5     1.04     NaN   172.6    5.6     NaN    1759  1  0.020
site15 CFKADS2218   75   2.2080   2.2500  2021    2   5   431.63     1.01     NaN   2074.3     1.28     NaN   166.5    7.3     NaN    1763  1  0.020
site15 CFKADS2218   75   2.2500   2.2920  2021    2   6   429.54     0.23     NaN   2076.7     0.85     NaN   155.4    5.2     NaN    1766  1  0.020
site15 CFKADS2218   75   2.2920   2.3190  2021    2   7   429.27     0.05     NaN   2077.5     0.61     NaN   155.7    5.1     NaN    1151  1  0.020
