NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE08_2023_41M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2024-01-26
STATION NAME: site08
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:40.0411 N 
LONGITUDE:85.9734 W 
ALTITUDE:245 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:41m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2023-01-01 00:00:00
DATASET END DATE: 2023-09-04 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std(ppm) unc(ppm) CH4(ppb) std(ppb) unc(ppb) CO(ppb) std(ppb) unc(ppb) #pts Flag H2O(percent) 
site08 CFADS2159   41   1.0400   1.0820  2023    1   1   445.95     4.39     NaN   2160.7    36.27     NaN     NaN    NaN     NaN    1212  1  0.070
site08 CFADS2159   41   1.0820   1.1230  2023    1   2   453.23     3.08     NaN   2176.2    23.01     NaN     NaN    NaN     NaN    1212  1  0.060
site08 CFADS2159   41   1.1230   1.1650  2023    1   3   453.93     3.78     NaN   2128.6    14.78     NaN     NaN    NaN     NaN    1212  1  0.060
site08 CFADS2159   41   1.1650   1.2070  2023    1   4   446.09     1.67     NaN   2104.1     2.97     NaN     NaN    NaN     NaN    1009  1  0.060
site08 CFADS2159   41   1.2070   1.2480  2023    1   5   444.09     0.41     NaN   2104.6     1.37     NaN     NaN    NaN     NaN    1212  1  0.060
site08 CFADS2159   41   1.2480   1.2900  2023    1   6   444.26     0.43     NaN   2109.0     1.38     NaN     NaN    NaN     NaN    1212  1  0.060
site08 CFADS2159   41   1.2900   1.3320  2023    1   7   443.60     0.37     NaN   2108.1     1.72     NaN     NaN    NaN     NaN    1212  1  0.060
site08 CFADS2159   41   1.3320   1.3730  2023    1   8   444.25     0.47     NaN   2105.1     1.99     NaN     NaN    NaN     NaN    1212  1  0.060
site08 CFADS2159   41   1.3730   1.4150  2023    1   9   443.31     0.63     NaN   2098.1     3.24     NaN     NaN    NaN     NaN    1212  1  0.060
site08 CFADS2159   41   1.4150   1.4570  2023    1  10   442.59     0.52     NaN   2090.7     2.57     NaN     NaN    NaN     NaN    1213  1  0.060
site08 CFADS2159   41   1.4570   1.4980  2023    1  11   442.17     0.41     NaN   2130.8    38.85     NaN     NaN    NaN     NaN    1212  1  0.060
site08 CFADS2159   41   1.4980   1.5400  2023    1  12   443.08     0.39     NaN   2233.0    21.37     NaN     NaN    NaN     NaN    1213  1  0.070
site08 CFADS2159   41   1.5400   1.5820  2023    1  13   442.42     0.58     NaN   2133.3    27.85     NaN     NaN    NaN     NaN    1214  1  0.070
site08 CFADS2159   41   1.5820   1.6230  2023    1  14   442.03     0.42     NaN   2092.4     4.04     NaN     NaN    NaN     NaN    1214  1  0.070
site08 CFADS2159   41   1.6230   1.6650  2023    1  15   442.43     0.43     NaN   2087.1     1.06     NaN     NaN    NaN     NaN    1214  1  0.080
site08 CFADS2159   41   1.6650   1.7070  2023    1  16   440.27     0.88     NaN   2083.1     1.33     NaN     NaN    NaN     NaN    1214  1  0.080
site08 CFADS2159   41   1.7070   1.7480  2023    1  17   439.22     0.31     NaN   2082.2     0.70     NaN     NaN    NaN     NaN    1215  1  0.080
site08 CFADS2159   41   1.7480   1.7900  2023    1  18   437.17     1.18     NaN   2083.4     1.07     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   1.7900   1.8320  2023    1  19   435.40     0.71     NaN   2087.9     9.87     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   1.8320   1.8730  2023    1  20   435.24     0.40     NaN   2078.2     0.97     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   1.8730   1.9150  2023    1  21   436.55     0.89     NaN   2086.9     2.29     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   1.9150   1.9570  2023    1  22   440.09     0.91     NaN   2091.9     2.17     NaN     NaN    NaN     NaN    1216  1  0.100
site08 CFADS2159   41   1.9570   1.9980  2023    1  23   441.35     1.89     NaN   2091.6     2.37     NaN     NaN    NaN     NaN    1215  1  0.100
site08 CFADS2159   41   1.9980   2.0400  2023    2   0   443.22     1.67     NaN   2100.1     6.00     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   2.0400   2.0820  2023    2   1   443.87     3.28     NaN   2080.1     8.35     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   2.0820   2.1230  2023    2   2   437.42     0.87     NaN   2069.2     1.01     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   2.1230   2.1650  2023    2   3   436.14     0.28     NaN   2072.0     2.94     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   2.1650   2.2070  2023    2   4   437.09     0.55     NaN   2079.6     1.69     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   2.2070   2.2480  2023    2   5   436.54     0.55     NaN   2080.7     1.78     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   2.2480   2.2900  2023    2   6   437.25     1.70     NaN   2077.8     1.92     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   2.2900   2.3320  2023    2   7   441.22     1.37     NaN   2082.3     3.88     NaN     NaN    NaN     NaN    1215  1  0.090
site08 CFADS2159   41   2.3320   2.3730  2023    2   8   442.01     0.61     NaN   2092.8     5.83     NaN     NaN    NaN     NaN    1215  1  0.090
