NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE14_2017_76M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: site14
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE: 39.9971 N
LONGITUDE:86.7396 W
ALTITUDE:264 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:76m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2017-04-26 00:00:00
DATASET END DATE: 2017-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site14 CFKADS2025 76 116.0000 NaN 2017 116 00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.0417 NaN 2017 116 01 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.0833 NaN 2017 116 02 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.1250 NaN 2017 116 03 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.1667 NaN 2017 116 04 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.2083 NaN 2017 116 05 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.2500 NaN 2017 116 06 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.2917 NaN 2017 116 07 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.3333 NaN 2017 116 08 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.3750 NaN 2017 116 09 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.4167 NaN 2017 116 10 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.4583 NaN 2017 116 11 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.5000 NaN 2017 116 12 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.5417 NaN 2017 116 13 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.5833 NaN 2017 116 14 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.6250 NaN 2017 116 15 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.6667 NaN 2017 116 16 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.7083 NaN 2017 116 17 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.7500 NaN 2017 116 18 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.7917 NaN 2017 116 19 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.8333 NaN 2017 116 20 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.8750 NaN 2017 116 21 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 0 NaN
site14 CFKADS2025 76 116.9580 116.9970 2017 116 23 412.02 0.69 NaN 1950.3 0.97 NaN 136.6 5.1 NaN 1959 1 0.310
site14 CFKADS2025 76 116.9970 117.0380 2017 117 00 411.63 0.52 NaN 1950.1 0.51 NaN NaN NaN NaN 2106 1 0.320
site14 CFKADS2025 76 117.0380 117.0800 2017 117 01 411.17 0.87 NaN 1945.9 2.61 NaN NaN NaN NaN 2074 1 0.300
site14 CFKADS2025 76 117.0800 117.1220 2017 117 02 416.76 3.10 NaN 1945.4 4.86 NaN NaN NaN NaN 2056 1 0.280
site14 CFKADS2025 76 117.1220 117.1630 2017 117 03 416.49 0.54 NaN 1954.1 2.31 NaN NaN NaN NaN 2060 1 0.280
site14 CFKADS2025 76 117.1630 117.2050 2017 117 04 419.82 2.02 NaN 1931.8 19.86 NaN NaN NaN NaN 2062 1 0.280
site14 CFKADS2025 76 117.2050 117.2470 2017 117 05 418.39 1.99 NaN 1909.0 2.87 NaN NaN NaN NaN 2073 1 0.280
site14 CFKADS2025 76 117.2470 117.2880 2017 117 06 418.66 2.02 NaN 1905.0 1.69 NaN NaN NaN NaN 2088 1 0.270
site14 CFKADS2025 76 117.2880 117.3300 2017 117 07 416.15 0.39 NaN 1903.6 1.63 NaN NaN NaN NaN 2110 1 0.250
site14 CFKADS2025 76 117.3300 117.3720 2017 117 08 414.82 1.36 NaN 1909.6 5.52 NaN NaN NaN NaN 2103 1 0.240
site14 CFKADS2025 76 117.3720 117.4130 2017 117 09 414.44 0.44 NaN 1908.1 0.52 NaN NaN NaN NaN 2090 1 0.230
site14 CFKADS2025 76 117.4130 117.4550 2017 117 10 415.84 0.51 NaN 1908.0 0.93 NaN NaN NaN NaN 2079 1 0.240
site14 CFKADS2025 76 117.4550 117.4970 2017 117 11 419.19 2.87 NaN 1933.8 26.08 NaN NaN NaN NaN 2086 1 0.240
site14 CFKADS2025 76 117.4970 117.5380 2017 117 12 424.98 1.14 NaN 1989.0 2.46 NaN NaN NaN NaN 2077 1 0.200
site14 CFKADS2025 76 117.5380 117.5800 2017 117 13 422.88 0.60 NaN 1985.0 1.81 NaN NaN NaN NaN 2108 1 0.180
site14 CFKADS2025 76 117.5800 117.6220 2017 117 14 422.26 0.48 NaN 1982.5 2.36 NaN NaN NaN NaN 2106 1 0.180
