NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE07_2019_58M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: site07
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7739 N 
LONGITUDE:86.2724 W 
ALTITUDE:241 m ASL 
NUMBER OF SAMPLING HEIGHTS:2 
SAMPLING HEIGHT:58m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2019-01-01 02:00:00
DATASET END DATE: 2019-12-18 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site07 CFKADS2025 58 1.0790 1.1200 2019 001 02 432.93 1.16 NaN 2092.9 15.47 NaN 179.1 7.3 NaN 1718 1 0.270
site07 CFKADS2025 58 1.1200 1.1620 2019 001 03 430.49 0.42 NaN 2070.4 4.31 NaN 168.1 6.0 NaN 2066 1 0.260
site07 CFKADS2025 58 1.1620 1.2040 2019 001 04 430.90 0.73 NaN 2073.3 3.92 NaN 170.6 7.1 NaN 2070 1 0.260
site07 CFKADS2025 58 1.2040 1.2450 2019 001 05 432.39 0.34 NaN 2088.8 2.32 NaN 179.9 5.6 NaN 2073 1 0.250
site07 CFKADS2025 58 1.2450 1.2870 2019 001 06 432.23 0.49 NaN 2094.1 3.71 NaN 172.6 4.8 NaN 2077 1 0.250
site07 CFKADS2025 58 1.2870 1.3290 2019 001 07 433.07 0.49 NaN 2097.2 4.99 NaN 168.9 5.5 NaN 2076 1 0.250
site07 CFKADS2025 58 1.3290 1.3700 2019 001 08 432.63 0.26 NaN 2086.8 2.00 NaN 164.7 5.3 NaN 2072 1 0.240
site07 CFKADS2025 58 1.3700 1.4120 2019 001 09 432.77 0.61 NaN 2091.8 7.34 NaN 166.5 5.6 NaN 2068 1 0.240
site07 CFKADS2025 58 1.4120 1.4540 2019 001 10 436.32 0.93 NaN 2123.9 8.56 NaN 189.6 9.9 NaN 2061 1 0.240
site07 CFKADS2025 58 1.4540 1.4950 2019 001 11 436.28 0.77 NaN 2116.6 7.97 NaN 198.1 5.6 NaN 2054 1 0.240
site07 CFKADS2025 58 1.4950 1.5370 2019 001 12 437.15 0.65 NaN 2119.3 3.94 NaN 203.6 5.3 NaN 2045 1 0.230
site07 CFKADS2025 58 1.5370 1.5790 2019 001 13 435.85 1.24 NaN 2098.4 13.35 NaN 204.7 5.9 NaN 2037 1 0.230
site07 CFKADS2025 58 1.5790 1.6200 2019 001 14 434.08 0.77 NaN 2079.1 4.86 NaN 203.7 6.7 NaN 2032 1 0.230
site07 CFKADS2025 58 1.6200 1.6620 2019 001 15 433.45 0.64 NaN 2072.0 1.84 NaN 198.0 6.5 NaN 2029 1 0.230
site07 CFKADS2025 58 1.6620 1.7040 2019 001 16 432.81 0.44 NaN 2073.2 1.62 NaN 201.0 5.6 NaN 2028 1 0.230
site07 CFKADS2025 58 1.7040 1.7450 2019 001 17 431.87 0.78 NaN 2072.7 4.20 NaN 200.5 8.1 NaN 2034 1 0.230
site07 CFKADS2025 58 1.7450 1.7870 2019 001 18 430.05 0.43 NaN 2069.6 2.18 NaN 186.2 6.4 NaN 2040 1 0.230
site07 CFKADS2025 58 1.7870 1.8290 2019 001 19 428.24 0.76 NaN 2054.0 5.99 NaN 176.8 6.7 NaN 2043 1 0.230
site07 CFKADS2025 58 1.8290 1.8700 2019 001 20 427.64 0.52 NaN 2043.8 3.27 NaN 175.9 6.3 NaN 2043 1 0.220
site07 CFKADS2025 58 1.8700 1.9120 2019 001 21 425.83 1.56 NaN 2030.8 8.39 NaN 166.8 10.2 NaN 2043 1 0.220
site07 CFKADS2025 58 1.9120 1.9540 2019 001 22 427.81 1.43 NaN 2036.0 5.07 NaN 184.8 13.7 NaN 2044 1 0.220
site07 CFKADS2025 58 1.9540 1.9950 2019 001 23 425.75 1.29 NaN 2022.4 5.37 NaN 168.0 10.6 NaN 2034 1 0.220
site07 CFKADS2025 58 1.9950 2.0370 2019 002 00 426.23 0.79 NaN 2022.0 4.26 NaN 169.4 7.7 NaN 2030 1 0.220
site07 CFKADS2025 58 2.0370 2.0790 2019 002 01 425.74 0.90 NaN 2017.3 2.65 NaN 165.8 7.9 NaN 1681 1 0.220
site07 CFKADS2025 58 2.0790 2.1200 2019 002 02 428.97 1.05 NaN 2025.3 2.86 NaN 185.5 10.3 NaN 2014 1 0.220
site07 CFKADS2025 58 2.1200 2.1620 2019 002 03 428.66 1.97 NaN 2022.9 3.65 NaN 183.4 14.1 NaN 2013 1 0.220
site07 CFKADS2025 58 2.1620 2.2040 2019 002 04 429.54 1.81 NaN 2046.8 9.89 NaN 196.1 11.2 NaN 2011 1 0.220
site07 CFKADS2025 58 2.2040 2.2450 2019 002 05 425.65 0.57 NaN 2024.7 6.15 NaN 167.0 10.4 NaN 2008 1 0.220
site07 CFKADS2025 58 2.2450 2.2870 2019 002 06 425.27 0.77 NaN 2018.7 6.31 NaN 155.0 13.1 NaN 2005 1 0.220
site07 CFKADS2025 58 2.2870 2.3290 2019 002 07 426.26 0.99 NaN 2015.9 1.65 NaN 155.2 8.1 NaN 2008 1 0.220
site07 CFKADS2025 58 2.3290 2.3700 2019 002 08 429.45 1.73 NaN 2038.5 10.37 NaN 169.2 13.7 NaN 2010 1 0.210
site07 CFKADS2025 58 2.3700 2.4120 2019 002 09 429.49 2.38 NaN 2028.1 7.49 NaN 179.5 21.9 NaN 2013 1 0.210
site07 CFKADS2025 58 2.4120 2.4540 2019 002 10 435.71 2.83 NaN 2249.9 233.11 NaN 222.7 30.6 NaN 2018 1 0.210
site07 CFKADS2025 58 2.4540 2.4950 2019 002 11 436.77 0.97 NaN 2444.4 356.37 NaN 220.0 10.1 NaN 2023 1 0.210
