NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE03_2023_54M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2024-01-26
STATION NAME: site03
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7833 N 
LONGITUDE:86.1652 W 
ALTITUDE:226 m ASL 
NUMBER OF SAMPLING HEIGHTS:4 
SAMPLING HEIGHT:54m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2023-01-01 00:00:00
DATASET END DATE: 2023-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std(ppm) unc(ppm) CH4(ppb) std(ppb) unc(ppb) CO(ppb) std(ppb) unc(ppb) #pts Flag H2O(percent) 
site03 CKADS2025   54   1.0390   1.0810  2023    1   1   453.39     2.97     NaN      NaN      NaN     NaN   274.6   25.4     NaN     373  1  0.100
site03 CKADS2025   54   1.0810   1.1220  2023    1   2   454.38     2.97     NaN      NaN      NaN     NaN   259.5   19.8     NaN     374  1  0.100
site03 CKADS2025   54   1.1230   1.1640  2023    1   3   452.26     6.36     NaN      NaN      NaN     NaN   225.6   21.8     NaN     375  1  0.100
site03 CKADS2025   54   1.1640   1.2060  2023    1   4   451.40     2.11     NaN      NaN      NaN     NaN   202.8   26.0     NaN     376  1  0.100
site03 CKADS2025   54   1.2060   1.2470  2023    1   5   450.41     3.66     NaN      NaN      NaN     NaN   174.7   10.8     NaN     374  1  0.100
site03 CKADS2025   54   1.2480   1.2890  2023    1   6   445.21     1.51     NaN      NaN      NaN     NaN   157.3   17.6     NaN     375  1  0.100
site03 CKADS2025   54   1.2890   1.3310  2023    1   7   441.78     0.53     NaN      NaN      NaN     NaN   138.1    9.8     NaN     375  1  0.100
site03 CKADS2025   54   1.3310   1.3720  2023    1   8   442.59     0.56     NaN      NaN      NaN     NaN   139.6    9.8     NaN     375  1  0.100
site03 CKADS2025   54   1.3730   1.4140  2023    1   9   443.58     0.73     NaN      NaN      NaN     NaN   139.0    9.1     NaN     374  1  0.100
site03 CKADS2025   54   1.4140   1.4560  2023    1  10   443.40     0.42     NaN      NaN      NaN     NaN   137.2    8.8     NaN     375  1  0.100
site03 CKADS2025   54   1.4560   1.4970  2023    1  11   443.76     0.39     NaN      NaN      NaN     NaN   140.6    9.7     NaN     376  1  0.100
site03 CKADS2025   54   1.4980   1.5390  2023    1  12   442.71     1.43     NaN      NaN      NaN     NaN   139.2    9.3     NaN     259  1  0.100
site03 CKADS2025   54   1.5390   1.5810  2023    1  13   443.09     1.86     NaN      NaN      NaN     NaN   139.7    9.6     NaN     375  1  0.100
site03 CKADS2025   54   1.5810   1.6220  2023    1  14   444.67     1.54     NaN      NaN      NaN     NaN   142.1    9.8     NaN     375  1  0.100
site03 CKADS2025   54   1.6220   1.6640  2023    1  15   441.90     2.42     NaN      NaN      NaN     NaN   143.9    9.9     NaN     376  1  0.100
site03 CKADS2025   54   1.6640   1.7060  2023    1  16   438.49     0.56     NaN      NaN      NaN     NaN   143.6    9.6     NaN     375  1  0.100
site03 CKADS2025   54   1.7060   1.7470  2023    1  17   437.70     0.84     NaN      NaN      NaN     NaN   154.1   12.0     NaN     374  1  0.110
site03 CKADS2025   54   1.7470   1.7890  2023    1  18   437.46     1.07     NaN      NaN      NaN     NaN   153.6   14.4     NaN     376  1  0.110
site03 CKADS2025   54   1.7890   1.8310  2023    1  19   436.53     0.76     NaN      NaN      NaN     NaN   149.7   11.3     NaN     374  1  0.110
site03 CKADS2025   54   1.8310   1.8720  2023    1  20   436.43     1.08     NaN      NaN      NaN     NaN   147.7   12.5     NaN     375  1  0.110
site03 CKADS2025   54   1.8730   1.9140  2023    1  21   436.28     1.24     NaN      NaN      NaN     NaN   144.3   10.3     NaN     375  1  0.110
site03 CKADS2025   54   1.9140   1.9560  2023    1  22   437.91     0.92     NaN      NaN      NaN     NaN   157.3   11.1     NaN     376  1  0.110
site03 CKADS2025   54   1.9560   1.9970  2023    1  23   439.50     1.90     NaN      NaN      NaN     NaN   188.4   20.8     NaN     375  1  0.110
site03 CKADS2025   54   1.9970   2.0390  2023    2   0   437.95     2.78     NaN      NaN      NaN     NaN   161.2   14.9     NaN     376  1  0.110
site03 CKADS2025   54   2.0390   2.0810  2023    2   1   437.65     2.50     NaN      NaN      NaN     NaN   145.2   12.3     NaN     374  1  0.110
site03 CKADS2025   54   2.0810   2.1220  2023    2   2   438.28     2.14     NaN      NaN      NaN     NaN   144.6   11.9     NaN     376  1  0.110
site03 CKADS2025   54   2.1230   2.1640  2023    2   3   439.82     1.54     NaN      NaN      NaN     NaN   155.5   10.4     NaN     375  1  0.110
site03 CKADS2025   54   2.1640   2.2060  2023    2   4   441.51     2.46     NaN      NaN      NaN     NaN   167.5   21.5     NaN     375  1  0.100
site03 CKADS2025   54   2.2060   2.2470  2023    2   5   446.43     2.20     NaN      NaN      NaN     NaN   201.1   15.1     NaN     375  1  0.110
site03 CKADS2025   54   2.2480   2.2890  2023    2   6   450.26     2.86     NaN      NaN      NaN     NaN   212.9   14.7     NaN     374  1  0.100
site03 CKADS2025   54   2.2890   2.3310  2023    2   7   453.27     3.33     NaN      NaN      NaN     NaN   210.2   21.0     NaN     375  1  0.110
site03 CKADS2025   54   2.3310   2.3720  2023    2   8   447.47     1.94     NaN      NaN      NaN     NaN   170.4   15.8     NaN     374  1  0.110
site03 CKADS2025   54   2.3730   2.4140  2023    2   9   445.25     0.70     NaN      NaN      NaN     NaN   152.4    9.1     NaN     375  1  0.100
