NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE09_2023_130M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2024-01-26
STATION NAME: site09
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.8627 N 
LONGITUDE:85.7448 W 
ALTITUDE:277 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:130m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2023-01-01 00:00:00
DATASET END DATE: 2023-05-30 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std(ppm) unc(ppm) CH4(ppb) std(ppb) unc(ppb) CO(ppb) std(ppb) unc(ppb) #pts Flag H2O(percent) 
site09 CFADS2233  130   1.0360   1.0780  2023    1   1   434.74     0.84     NaN   2080.8    15.00     NaN     NaN    NaN     NaN    1199  1  0.060
site09 CFADS2233  130   1.0780   1.1190  2023    1   2   431.42     1.07     NaN   2047.2    12.82     NaN     NaN    NaN     NaN    1199  1  0.060
site09 CFADS2233  130   1.1190   1.1610  2023    1   3   433.21     0.53     NaN   2074.9    13.65     NaN     NaN    NaN     NaN    1200  1  0.060
site09 CFADS2233  130   1.1610   1.2030  2023    1   4   433.49     0.46     NaN   2065.4     5.51     NaN     NaN    NaN     NaN    1199  1  0.060
site09 CFADS2233  130   1.2030   1.2440  2023    1   5   433.80     0.50     NaN   2075.8     9.72     NaN     NaN    NaN     NaN    1199  1  0.060
site09 CFADS2233  130   1.2440   1.2860  2023    1   6   436.93     1.26     NaN   2112.2     9.68     NaN     NaN    NaN     NaN    1199  1  0.060
site09 CFADS2233  130   1.2860   1.3280  2023    1   7   439.23     0.28     NaN   2130.3     4.05     NaN     NaN    NaN     NaN    1201  1  0.060
site09 CFADS2233  130   1.3280   1.3690  2023    1   8   439.38     0.30     NaN   2119.6     6.97     NaN     NaN    NaN     NaN    1201  1  0.060
site09 CFADS2233  130   1.3690   1.4110  2023    1   9   439.19     0.28     NaN   2108.0     4.52     NaN     NaN    NaN     NaN    1201  1  0.060
site09 CFADS2233  130   1.4110   1.4530  2023    1  10   438.95     0.67     NaN   2094.8     6.37     NaN     NaN    NaN     NaN    1201  1  0.060
site09 CFADS2233  130   1.4530   1.4940  2023    1  11   439.11     0.93     NaN   2093.5     7.13     NaN     NaN    NaN     NaN    1202  1  0.060
site09 CFADS2233  130   1.4940   1.5360  2023    1  12   439.04     0.86     NaN   2092.9     6.05     NaN     NaN    NaN     NaN    1201  1  0.060
site09 CFADS2233  130   1.5360   1.5780  2023    1  13   437.89     0.68     NaN   2088.1     9.22     NaN     NaN    NaN     NaN    1202  1  0.060
site09 CFADS2233  130   1.5780   1.6190  2023    1  14   437.41     0.56     NaN   2076.4     6.17     NaN     NaN    NaN     NaN    1202  1  0.060
site09 CFADS2233  130   1.6190   1.6610  2023    1  15   437.16     0.42     NaN   2074.7     9.00     NaN     NaN    NaN     NaN     999  1  0.060
site09 CFADS2233  130   1.6610   1.7030  2023    1  16   436.85     0.42     NaN   2078.5    10.45     NaN     NaN    NaN     NaN    1201  1  0.060
site09 CFADS2233  130   1.7030   1.7440  2023    1  17   436.28     0.38     NaN   2064.4     4.30     NaN     NaN    NaN     NaN    1200  1  0.060
site09 CFADS2233  130   1.7440   1.7860  2023    1  18   435.40     0.39     NaN   2067.0     4.91     NaN     NaN    NaN     NaN    1201  1  0.060
site09 CFADS2233  130   1.7860   1.8280  2023    1  19   434.59     0.31     NaN   2079.1     5.14     NaN     NaN    NaN     NaN    1199  1  0.060
site09 CFADS2233  130   1.8280   1.8690  2023    1  20   434.63     0.38     NaN   2072.7     1.67     NaN     NaN    NaN     NaN    1200  1  0.060
site09 CFADS2233  130   1.8690   1.9110  2023    1  21   433.75     0.66     NaN   2074.3     5.96     NaN     NaN    NaN     NaN    1200  1  0.070
site09 CFADS2233  130   1.9110   1.9530  2023    1  22   433.98     0.57     NaN   2068.3     2.76     NaN     NaN    NaN     NaN    1200  1  0.070
site09 CFADS2233  130   1.9530   1.9940  2023    1  23   433.82     0.42     NaN   2064.5     2.14     NaN     NaN    NaN     NaN    1201  1  0.070
site09 CFADS2233  130   1.9940   2.0360  2023    2   0   434.97     0.92     NaN   2070.8    18.04     NaN     NaN    NaN     NaN    1200  1  0.070
site09 CFADS2233  130   2.0360   2.0780  2023    2   1   435.03     1.15     NaN   2071.4    10.93     NaN     NaN    NaN     NaN    1201  1  0.070
site09 CFADS2233  130   2.0780   2.1190  2023    2   2   434.47     0.82     NaN   2089.4    14.75     NaN     NaN    NaN     NaN    1201  1  0.070
site09 CFADS2233  130   2.1190   2.1610  2023    2   3   436.64     1.04     NaN   2215.9   110.28     NaN     NaN    NaN     NaN    1200  1  0.070
site09 CFADS2233  130   2.1610   2.2030  2023    2   4   435.87     0.75     NaN   2121.9    43.87     NaN     NaN    NaN     NaN    1200  1  0.070
site09 CFADS2233  130   2.2030   2.2440  2023    2   5   436.75     0.48     NaN   2157.3    89.86     NaN     NaN    NaN     NaN    1199  1  0.070
site09 CFADS2233  130   2.2440   2.2860  2023    2   6   436.64     0.36     NaN   2155.6    73.83     NaN     NaN    NaN     NaN    1200  1  0.070
site09 CFADS2233  130   2.2860   2.3280  2023    2   7   436.20     0.17     NaN   2079.1     1.36     NaN     NaN    NaN     NaN    1201  1  0.070
site09 CFADS2233  130   2.3280   2.3690  2023    2   8   435.82     0.20     NaN   2080.7     4.01     NaN     NaN    NaN     NaN    1199  1  0.070
