NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE01_2012_121M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: SITE01
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.5805 N 
LONGITUDE:86.4207 W 
ALTITUDE:256 m ASL 
NUMBER OF SAMPLING HEIGHTS:3 
SAMPLING HEIGHT:121m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2012-01-01 00:00:00
DATASET END DATE: 2012-08-12 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
SITE01 CFKADS2025 121 1.0070 1.0490 2012 001 00 404.82 0.70 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.0490 1.0900 2012 001 01 406.85 0.44 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.0900 1.1320 2012 001 02 408.91 0.55 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.1320 1.1740 2012 001 03 407.45 1.13 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.1740 1.2150 2012 001 04 405.93 0.87 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.2150 1.2570 2012 001 05 405.96 1.64 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.2570 1.2990 2012 001 06 402.03 0.58 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.2990 1.3400 2012 001 07 402.45 0.76 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.3400 1.3820 2012 001 08 401.97 0.21 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.3820 1.4240 2012 001 09 402.27 0.11 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.4240 1.4650 2012 001 10 402.07 0.17 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.4650 1.5070 2012 001 11 402.23 0.22 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.5070 1.5490 2012 001 12 402.94 0.19 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.5490 1.5900 2012 001 13 404.66 0.42 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.5900 1.6320 2012 001 14 405.46 0.35 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.6320 1.6740 2012 001 15 406.21 0.21 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.6740 1.7150 2012 001 16 405.84 0.39 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.7150 1.7570 2012 001 17 403.08 0.89 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.7570 1.7990 2012 001 18 400.78 0.40 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.7990 1.8400 2012 001 19 399.71 0.28 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.8400 1.8820 2012 001 20 398.74 0.18 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.8820 1.9240 2012 001 21 397.87 0.14 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.9240 1.9650 2012 001 22 397.86 0.11 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 1.9650 2.0070 2012 001 23 398.25 0.17 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.0070 2.0490 2012 002 00 398.95 0.17 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.0490 2.0900 2012 002 01 399.32 0.09 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.0900 2.1320 2012 002 02 399.28 0.08 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.1320 2.1740 2012 002 03 399.32 0.15 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.1740 2.2150 2012 002 04 399.04 0.10 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.2150 2.2570 2012 002 05 399.26 0.24 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.2570 2.2990 2012 002 06 399.47 0.18 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.2990 2.3400 2012 002 07 399.61 0.15 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.3400 2.3820 2012 002 08 399.73 0.09 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.3820 2.4240 2012 002 09 399.68 0.11 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.4240 2.4650 2012 002 10 399.43 0.12 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
SITE01 CFKADS2025 121 2.4650 2.5070 2012 002 11 399.82 0.19 NaN NaN NaN NaN NaN NaN NaN NaN 1 -999.000
