NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE03_2013_54M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: SITE03
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7833 N 
LONGITUDE:86.1652 W 
ALTITUDE:226 m ASL 
NUMBER OF SAMPLING HEIGHTS:4 
SAMPLING HEIGHT:54m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2013-01-01 00:00:00
DATASET END DATE: 2013-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
SITE03 CKADS2023 54 1.0080 1.0260 2013 001 00 413.22 0.98 NaN NaN NaN NaN 198.2 13.2 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.0490 1.0670 2013 001 01 414.76 1.06 NaN NaN NaN NaN 215.9 12.9 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.0910 1.1090 2013 001 02 414.48 1.11 NaN NaN NaN NaN 207.8 13.3 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.1330 1.1510 2013 001 03 413.92 1.28 NaN NaN NaN NaN 202.4 13.8 NaN 234 1 -999.000
SITE03 CKADS2023 54 1.1740 1.1920 2013 001 04 413.50 1.11 NaN NaN NaN NaN 194.2 7.7 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.2160 1.2340 2013 001 05 416.02 1.34 NaN NaN NaN NaN 212.3 9.9 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.2580 1.2760 2013 001 06 414.89 2.15 NaN NaN NaN NaN 209.6 17.7 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.2990 1.3170 2013 001 07 412.22 0.90 NaN NaN NaN NaN 193.0 8.0 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.3410 1.3590 2013 001 08 408.56 0.79 NaN NaN NaN NaN 160.8 8.3 NaN 234 1 -999.000
SITE03 CKADS2023 54 1.3830 1.4010 2013 001 09 410.34 0.74 NaN NaN NaN NaN 173.6 9.6 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.4240 1.4380 2013 001 10 412.56 0.77 NaN NaN NaN NaN 170.3 8.6 NaN 180 1 -999.000
SITE03 CKADS2023 54 1.4660 1.4840 2013 001 11 417.00 0.88 NaN NaN NaN NaN 192.6 7.5 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.5080 1.5260 2013 001 12 418.69 0.50 NaN NaN NaN NaN 201.5 7.4 NaN 234 1 -999.000
SITE03 CKADS2023 54 1.5490 1.5670 2013 001 13 420.48 0.69 NaN NaN NaN NaN 207.9 7.8 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.5910 1.6090 2013 001 14 422.24 1.13 NaN NaN NaN NaN 229.3 10.4 NaN 234 1 -999.000
SITE03 CKADS2023 54 1.6330 1.6510 2013 001 15 421.38 1.37 NaN NaN NaN NaN 229.0 12.9 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.6740 1.6920 2013 001 16 419.64 2.16 NaN NaN NaN NaN 225.1 15.3 NaN 234 1 -999.000
SITE03 CKADS2023 54 1.7160 1.7340 2013 001 17 415.32 1.67 NaN NaN NaN NaN 208.2 14.3 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.7580 1.7750 2013 001 18 414.51 1.32 NaN NaN NaN NaN 203.8 12.7 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.7990 1.8170 2013 001 19 412.99 1.41 NaN NaN NaN NaN 204.8 11.4 NaN 234 1 -999.000
SITE03 CKADS2023 54 1.8410 1.8590 2013 001 20 414.40 1.35 NaN NaN NaN NaN 216.5 13.0 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.8830 1.9010 2013 001 21 415.59 2.42 NaN NaN NaN NaN 220.0 21.1 NaN 234 1 -999.000
SITE03 CKADS2023 54 1.9240 1.9420 2013 001 22 425.38 1.23 NaN NaN NaN NaN 298.9 17.4 NaN 233 1 -999.000
SITE03 CKADS2023 54 1.9660 1.9840 2013 001 23 426.39 1.21 NaN NaN NaN NaN 299.3 14.5 NaN 233 1 -999.000
SITE03 CKADS2023 54 2.0080 2.0250 2013 002 00 433.01 1.88 NaN NaN NaN NaN 341.2 25.6 NaN 233 1 -999.000
SITE03 CKADS2023 54 2.0490 2.0670 2013 002 01 424.58 1.21 NaN NaN NaN NaN 274.6 12.4 NaN 233 1 -999.000
SITE03 CKADS2023 54 2.0910 2.1090 2013 002 02 418.87 0.98 NaN NaN NaN NaN 223.2 9.1 NaN 233 1 -999.000
SITE03 CKADS2023 54 2.1320 2.1500 2013 002 03 419.38 1.07 NaN NaN NaN NaN 223.0 14.6 NaN 234 1 -999.000
SITE03 CKADS2023 54 2.1740 2.1920 2013 002 04 421.95 1.50 NaN NaN NaN NaN 227.0 9.7 NaN 233 1 -999.000
SITE03 CKADS2023 54 2.2160 2.2340 2013 002 05 417.23 2.32 NaN NaN NaN NaN 212.5 26.6 NaN 233 1 -999.000
SITE03 CKADS2023 54 2.2570 2.2750 2013 002 06 418.69 4.05 NaN NaN NaN NaN 193.6 8.7 NaN 234 1 -999.000
SITE03 CKADS2023 54 2.2990 2.3170 2013 002 07 415.09 0.88 NaN NaN NaN NaN 184.2 8.1 NaN 233 1 -999.000
SITE03 CKADS2023 54 2.3410 2.3590 2013 002 08 415.99 2.17 NaN NaN NaN NaN 197.1 14.5 NaN 233 1 -999.000
SITE03 CKADS2023 54 2.3820 2.3960 2013 002 09 414.51 1.68 NaN NaN NaN NaN 182.1 12.4 NaN 179 1 -999.000
SITE03 CKADS2023 54 2.4240 2.4420 2013 002 10 415.85 1.81 NaN NaN NaN NaN 202.8 19.4 NaN 233 1 -999.000
SITE03 CKADS2023 54 2.4660 2.4840 2013 002 11 417.92 3.54 NaN NaN NaN NaN 216.7 35.5 NaN 233 1 -999.000
