NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE09_2024_130M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2025-05-08
STATION NAME: site09
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.8627 N 
LONGITUDE:85.7448 W 
ALTITUDE:277 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:130m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2025-01-01 00:00:00
DATASET END DATE: 2025-05-01 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std(ppm) unc(ppm) CH4(ppb) std(ppb) unc(ppb) CO(ppb) std(ppb) unc(ppb) #pts Flag H2O(percent) 
site09 CKADS2024  130   1.0360   1.0780  2025    1   1   436.83     0.30     NaN      NaN      NaN     NaN   130.0    9.0     NaN     587  1  0.020
site09 CKADS2024  130   1.0780   1.1190  2025    1   2   436.16     0.54     NaN      NaN      NaN     NaN   131.2    9.0     NaN     735  1  0.020
site09 CKADS2024  130   1.1190   1.1610  2025    1   3   437.54     0.39     NaN      NaN      NaN     NaN   145.8    7.4     NaN     735  1  0.020
site09 CKADS2024  130   1.1610   1.2030  2025    1   4   438.30     0.49     NaN      NaN      NaN     NaN   145.0    7.5     NaN     735  1  0.020
site09 CKADS2024  130   1.2030   1.2440  2025    1   5   439.55     0.82     NaN      NaN      NaN     NaN   141.4    8.0     NaN     734  1  0.020
site09 CKADS2024  130   1.2440   1.2860  2025    1   6   437.98     0.14     NaN      NaN      NaN     NaN   130.8    7.6     NaN     735  1  0.020
site09 CKADS2024  130   1.2860   1.3280  2025    1   7   437.46     0.25     NaN      NaN      NaN     NaN   129.9    7.8     NaN     737  1  0.020
site09 CKADS2024  130   1.3280   1.3690  2025    1   8   438.32     0.85     NaN      NaN      NaN     NaN   130.7    7.6     NaN     735  1  0.020
site09 CKADS2024  130   1.3690   1.4110  2025    1   9   437.64     0.44     NaN      NaN      NaN     NaN   128.9    7.4     NaN     735  1  0.020
site09 CKADS2024  130   1.4110   1.4530  2025    1  10   437.75     0.39     NaN      NaN      NaN     NaN   126.9    7.9     NaN     735  1  0.020
site09 CKADS2024  130   1.4530   1.4940  2025    1  11   436.60     0.41     NaN      NaN      NaN     NaN   124.8    7.8     NaN     735  1  0.020
site09 CKADS2024  130   1.4940   1.5360  2025    1  12   435.62     0.54     NaN      NaN      NaN     NaN   122.0    7.9     NaN     737  1  0.020
site09 CKADS2024  130   1.5360   1.5780  2025    1  13   436.40     0.27     NaN      NaN      NaN     NaN   118.9    8.1     NaN     737  1  0.020
site09 CKADS2024  130   1.5780   1.6190  2025    1  14   437.25     0.20     NaN      NaN      NaN     NaN   118.8    8.1     NaN     738  1  0.020
site09 CKADS2024  130   1.6190   1.6610  2025    1  15   437.42     0.14     NaN      NaN      NaN     NaN   122.6    8.8     NaN     738  1  0.020
site09 CKADS2024  130   1.6610   1.7030  2025    1  16   437.49     0.25     NaN      NaN      NaN     NaN   122.6    8.2     NaN     739  1  0.020
site09 CKADS2024  130   1.7030   1.7440  2025    1  17   437.55     0.09     NaN      NaN      NaN     NaN   122.5    8.5     NaN     740  1  0.020
site09 CKADS2024  130   1.7440   1.7860  2025    1  18   437.77     0.07     NaN      NaN      NaN     NaN   125.7    8.8     NaN     740  1  0.020
site09 CKADS2024  130   1.7860   1.8280  2025    1  19   437.89     0.07     NaN      NaN      NaN     NaN   127.4    8.3     NaN     741  1  0.020
site09 CKADS2024  130   1.8280   1.8690  2025    1  20   437.90     0.12     NaN      NaN      NaN     NaN   129.0    7.9     NaN     740  1  0.020
site09 CKADS2024  130   1.8690   1.9110  2025    1  21   438.49     0.19     NaN      NaN      NaN     NaN   130.2    8.5     NaN     739  1  0.020
site09 CKADS2024  130   1.9110   1.9530  2025    1  22   438.05     0.21     NaN      NaN      NaN     NaN   129.8    8.4     NaN     739  1  0.020
site09 CKADS2024  130   1.9530   1.9940  2025    1  23   438.03     0.25     NaN      NaN      NaN     NaN   129.6    8.6     NaN     740  1  0.020
site09 CKADS2024  130   1.9940   2.0360  2025    2   0   437.49     0.20     NaN      NaN      NaN     NaN   124.6    8.3     NaN     741  1  0.020
site09 CKADS2024  130   2.0360   2.0780  2025    2   1   438.05     0.22     NaN      NaN      NaN     NaN   127.1    8.4     NaN     742  1  0.020
site09 CKADS2024  130   2.0780   2.1190  2025    2   2   438.43     0.28     NaN      NaN      NaN     NaN   129.7    8.7     NaN     740  1  0.020
site09 CKADS2024  130   2.1190   2.1610  2025    2   3   438.74     0.21     NaN      NaN      NaN     NaN   132.8    8.7     NaN     738  1  0.020
site09 CKADS2024  130   2.1610   2.2030  2025    2   4   438.77     0.57     NaN      NaN      NaN     NaN   132.0    9.0     NaN     739  1  0.020
site09 CKADS2024  130   2.2030   2.2440  2025    2   5   437.37     0.64     NaN      NaN      NaN     NaN   125.3    9.1     NaN     738  1  0.020
site09 CKADS2024  130   2.2440   2.2860  2025    2   6   436.26     0.28     NaN      NaN      NaN     NaN   120.0    8.1     NaN     739  1  0.020
site09 CKADS2024  130   2.2860   2.3280  2025    2   7   436.05     0.40     NaN      NaN      NaN     NaN   119.7    8.5     NaN     737  1  0.020
site09 CKADS2024  130   2.3280   2.3690  2025    2   8   436.01     0.25     NaN      NaN      NaN     NaN   119.0    9.0     NaN     738  1  0.020
site09 CKADS2024  130   2.3690   2.4110  2025    2   9   435.64     0.31     NaN      NaN      NaN     NaN   117.2    9.0     NaN     738  1  0.020
