NUMBER OF HEADER LINES: 51

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE10_2021_40M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2022-02-21
STATION NAME: site10
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.7181 N 
LONGITUDE:86.1436 W 
ALTITUDE:223 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:40m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2021-01-01 00:00:00
DATASET END DATE: 2021-12-31 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Traceable to the WMO X2019 scale (CO2), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The INFLUX observation network includes up to twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site10 CFADS2234   40   1.0400   1.0810  2021    1   1   431.52     0.69     NaN   2061.7     3.29     NaN     NaN    NaN     NaN    1032  1  0.020
site10 CFADS2234   40   1.0810   1.1230  2021    1   2   432.57     0.74     NaN   2069.8     2.53     NaN     NaN    NaN     NaN    1031  1  0.020
site10 CFADS2234   40   1.1230   1.1650  2021    1   3   431.26     0.67     NaN   2074.0     8.45     NaN     NaN    NaN     NaN    1029  1  0.020
site10 CFADS2234   40   1.1650   1.2060  2021    1   4   430.13     0.44     NaN   2099.6     4.23     NaN     NaN    NaN     NaN    1027  1  0.020
site10 CFADS2234   40   1.2060   1.2480  2021    1   5   430.86     0.50     NaN   2104.5     9.76     NaN     NaN    NaN     NaN    1027  1  0.020
site10 CFADS2234   40   1.2480   1.2900  2021    1   6   430.75     0.45     NaN   2061.1     6.36     NaN     NaN    NaN     NaN    1030  1  0.020
site10 CFADS2234   40   1.2900   1.3310  2021    1   7   431.09     0.44     NaN   2059.5     6.89     NaN     NaN    NaN     NaN    1027  1  0.020
site10 CFADS2234   40   1.3310   1.3730  2021    1   8   430.30     0.41     NaN   2051.8     4.81     NaN     NaN    NaN     NaN    1028  1  0.020
site10 CFADS2234   40   1.3730   1.4150  2021    1   9   430.33     0.35     NaN   2053.8     3.82     NaN     NaN    NaN     NaN    1028  1  0.020
site10 CFADS2234   40   1.4150   1.4560  2021    1  10   430.33     0.29     NaN   2063.1     6.37     NaN     NaN    NaN     NaN    1029  1  0.020
site10 CFADS2234   40   1.4560   1.4980  2021    1  11   430.45     0.38     NaN   2081.4     5.16     NaN     NaN    NaN     NaN    1026  1  0.020
site10 CFADS2234   40   1.4980   1.5400  2021    1  12   430.02     0.51     NaN   2091.2     6.64     NaN     NaN    NaN     NaN    1027  1  0.030
site10 CFADS2234   40   1.5400   1.5810  2021    1  13   429.65     0.30     NaN   2108.4     7.99     NaN     NaN    NaN     NaN    1028  1  0.030
site10 CFADS2234   40   1.5810   1.6230  2021    1  14   430.40     0.52     NaN   2108.3     3.68     NaN     NaN    NaN     NaN    1029  1  0.030
site10 CFADS2234   40   1.6230   1.6650  2021    1  15   431.98     0.47     NaN   2106.9     3.75     NaN     NaN    NaN     NaN    1030  1  0.030
site10 CFADS2234   40   1.6650   1.7060  2021    1  16   431.92     0.36     NaN   2135.5    24.68     NaN     NaN    NaN     NaN     857  1  0.030
site10 CFADS2234   40   1.7060   1.7480  2021    1  17   432.70     0.35     NaN   2150.9    14.16     NaN     NaN    NaN     NaN    1030  1  0.030
site10 CFADS2234   40   1.7480   1.7900  2021    1  18   433.63     0.38     NaN   2158.8     7.06     NaN     NaN    NaN     NaN    1032  1  0.030
site10 CFADS2234   40   1.7900   1.8310  2021    1  19   434.99     0.56     NaN   2188.3     7.60     NaN     NaN    NaN     NaN    1034  1  0.030
site10 CFADS2234   40   1.8310   1.8730  2021    1  20   436.24     0.61     NaN   2207.1     4.99     NaN     NaN    NaN     NaN    1038  1  0.030
site10 CFADS2234   40   1.8730   1.9150  2021    1  21   437.89     1.54     NaN   2217.7     6.59     NaN     NaN    NaN     NaN    1041  1  0.030
site10 CFADS2234   40   1.9150   1.9560  2021    1  22   444.38     3.69     NaN   2232.1    11.77     NaN     NaN    NaN     NaN    1043  1  0.030
site10 CFADS2234   40   1.9560   1.9980  2021    1  23   443.86     3.53     NaN   2234.9    14.08     NaN     NaN    NaN     NaN    1043  1  0.030
site10 CFADS2234   40   1.9980   2.0400  2021    2   0   439.24     2.14     NaN   2167.9    18.13     NaN     NaN    NaN     NaN    1050  1  0.030
site10 CFADS2234   40   2.0400   2.0810  2021    2   1   434.52     1.33     NaN   2126.4    11.82     NaN     NaN    NaN     NaN    1054  1  0.030
site10 CFADS2234   40   2.0810   2.1230  2021    2   2   432.25     0.28     NaN   2071.1     9.02     NaN     NaN    NaN     NaN    1056  1  0.030
site10 CFADS2234   40   2.1230   2.1650  2021    2   3   433.08     0.74     NaN   2076.4     7.20     NaN     NaN    NaN     NaN    1053  1  0.030
site10 CFADS2234   40   2.1650   2.2060  2021    2   4   434.91     0.54     NaN   2103.1    19.98     NaN     NaN    NaN     NaN    1050  1  0.030
site10 CFADS2234   40   2.2060   2.2480  2021    2   5   433.66     0.66     NaN   2085.9     9.43     NaN     NaN    NaN     NaN    1050  1  0.030
site10 CFADS2234   40   2.2480   2.2900  2021    2   6   431.11     0.72     NaN   2090.8    14.95     NaN     NaN    NaN     NaN    1050  1  0.030
site10 CFADS2234   40   2.2900   2.3310  2021    2   7   430.40     0.28     NaN   2116.3    29.52     NaN     NaN    NaN     NaN    1049  1  0.030
site10 CFADS2234   40   2.3310   2.3730  2021    2   8   430.76     0.26     NaN   2149.5    36.84     NaN     NaN    NaN     NaN    1050  1  0.030
