NUMBER OF HEADER LINES: 52

TITLE: In-situ tower greenhouse gas data (The Pennsylvania State University) 
PROJECT: Indianapolis flux project (INFLUX) 
FUNDING: National Institute of Standards and Technology (NIST)
FILE NAME: PSU_INFLUX_INSITU_SITE06_2019_39M_num.dat
DATA FORMAT: .dat
DATA VERSION: 2021-04-21
STATION NAME: site06
OBSERVATION CATEGORY:  Air sampling observation
COUNTRY/TERRITORY:  USA
CONTRIBUTOR:  PSU
LATITUDE:39.9201 N 
LONGITUDE:86.0280 W 
ALTITUDE:251 m ASL 
NUMBER OF SAMPLING HEIGHTS:1 
SAMPLING HEIGHT:39m AGL
CONTACT POINT:  nmiles@psu.edu
WEBSITE:  www.influx.psu.edu
PARAMETER:CO2/CH4/CO
DATASET START DATE: 2019-01-01 04:00:00
DATASET END DATE: 2019-09-23 23:59:59
TIME INTERVAL:  hourly averages
TIME INTERVAL COMMENT: The time stamps represent the hourly average of that hour, e.g., 1:00:00AM is the average from 1:00:00AM to 1:59:59AM
MEASUREMENT UNIT:ppm (CO2), ppb (CH4), ppb (CO)
MEASUREMENT METHOD:  Cavity Ring Down Spectroscopy (Picarro, Inc.) 
SAMPLING TYPE: in situ
TIME ZONE: EST; data reported in UTC 
REFERENCE SCALE: Converted from traceable to the WMO X2007 scale (CO2) to WMO X2019 scale (CO2),  using a linear function suggested by Hall et al. (2020): X2019=1.00079 * X2007 - 0.142 (ppm), WMO X2004A scale (CH4), WMO CO_X2014 scale (CO) 

FAIR USE POLICY:  We reserve the right to make corrections to the data based on scientific grounds, e.g., recalibration of standard gases or discovery of operational issues not known at the time of the release.  If the data are obtained for potential use in a publication or presentation, kindly inform Penn State personnel (co2data@meteo.psu.edu) of the nature of this work.

CITATIONS:

Richardson SJ, Miles NL, Davis KJ, Lauvaux T, Martins DK, Turnbull JC, et al. Tower measurement network of in-situ CO2, CH4, and CO in support of the Indianapolis FLUX (INFLUX) Experiment. Elem Sci Anth. 2017;5:59. DOI: http://doi.org/10.1525/elementa.140

Miles NL, Richardson  SJ, Davis KJ, and Haupt BJ, 2017. In-situ tower atmospheric measurements of carbon dioxide, methane and carbon monoxide mole fraction for the Indianapolis Flux (INFLUX) project, Indianapolis, IN, USA. Data set. Available on-line [http://datacommons.psu.edu] from The Pennsylvania State University Data Commons, University Park, Pennsylvania, USA. http://dx.doi.org/10.18113/D37G6P. 

Hall, B. D., Crotwell, A. M., Kitzis, D. R., Mefford, T., Miller, B. R., Schibig, M. F., & Tans, P. P. (2020). Revision of the WMO/GAW CO 2 calibration scale. Atmospheric Measurement Techniques Discussions, 1-33. DOI: https://doi.org/10.5194/amt-2020-408

COMMENTS: Measurements are made with Picarro Inc. wavelength-scanned cavity ring down spectroscopic instruments located at the base of communication towers. Depending on instrument repairs and availability, CH4 and CO may be reported, but all instruments report CO2. Hourly averages are reported, with the minimum and maximum time included in the average indicated. The standard deviation within the averaging window is also reported. All sites measuring CO are dried using a Nafion dryer.  As of late May 2013, all sites are dried.  A zero-offset correction was applied daily, using data collected from 1 or 2 tertiary standards traceable to the NOAA scale. Round robin tests using 3-4 NOAA-calibrated tanks were conducted every 1-2 years.  For further details, see Richardson et al.(citation above).

ABSTRACT: The Indianapolis Flux Experiment (INFLUX) was designed to develop and evaluate methods for the measurement and modeling of greenhouse gas fluxes from urban environments. Determination of greenhouse gas fluxes and uncertainty bounds is essential for the evaluation of the effectiveness of mitigation strategies.  The current INFLUX observation network includes twelve in-situ tower-based, continuous measurements of CO2, 5 of CO, 9 of CH4, flask sampling of 14CO2 and other trace gases, and periodic aircraft sampling of greenhouse gases and meteorological conditions. A total carbon column observing network (TCCON) column remote sensing station was deployed Aug - Dec 2012. Four of the tower sites include eddy covariance and radiative flux measurements, and a scanning Doppler lidar is located near Site 02.  The data from the towers, TCCON, and aircraft measurements are being used in an inverse-modeling approach to yield estimates of the urban area flux at 1 km2 resolution. Additionally, very high space/time resolution estimates of fossil fuel carbon emissions (Hestia project) offer state-of-the-art "bottom up" emissions estimates for the city and its surroundings.

FLAGS: 1 indicates no known problems. 0 indicates that the data is unavailable or not recommended for use. 9 indicates that there were no known instrument problems, but data is unrealistic compared to other sites and is not recommended for use.  

COLUMN HEADERS: Location code, Instr serial number, Height (m AGL), Time (minimum fractional day of year of the measurement, UTC), Time (maximum fractional day of year of the measurement, UTC), Year, DOY (day of year), Hour (UTC), CO2 (dry mole fraction, ppm), Standard Deviation (during measurement, ppm), Instrument Uncertainty (ppm), CH4(dry mole fraction, ppb), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppm), CO (dry mole fraction, ppm), Standard Deviation (during measurement, ppb), Instrument Uncertainty (ppb), User Flag, H2O(percent) 

STANDARD DEVIATION: The atmospheric variability is characterized by the standard deviation during the reported measurement period.

UNCERTAINTY: In lieu of a full assessment of the total uncertainty as it changes in time, the instrument uncertainty is characterized by the standard deviation of the reference gas error for a 31-day period (including 15 days prior to the measurement day and 15 days following the measurement day). 

Site Instr z(mAGL) Time(min) Time(max) Year DOY Hour CO2(ppm) std_co2(ppm) unc_co2(ppm) CH4(ppb) std_ch4(ppb) unc_ch4(ppb) CO(ppb) std_co(ppb) unc_co(ppb) #pts Flag H2O(percent)
site06 CKADS2025 39 1.1640 1.2050 2019 001 04 432.71 1.30 NaN NaN NaN NaN 182.9 15.2 NaN 885 1 0.030
site06 CKADS2025 39 1.2060 1.2470 2019 001 05 434.05 1.28 NaN NaN NaN NaN 196.3 13.2 NaN 885 1 0.030
site06 CKADS2025 39 1.2470 1.2890 2019 001 06 432.83 0.50 NaN NaN NaN NaN 182.4 11.9 NaN 886 1 0.020
site06 CKADS2025 39 1.2890 1.3300 2019 001 07 432.23 0.65 NaN NaN NaN NaN 177.8 12.4 NaN 885 1 0.020
site06 CKADS2025 39 1.3310 1.3720 2019 001 08 433.66 0.55 NaN NaN NaN NaN 183.8 10.8 NaN 886 1 0.020
site06 CKADS2025 39 1.3720 1.4140 2019 001 09 435.27 0.95 NaN NaN NaN NaN 192.0 11.5 NaN 886 1 0.020
site06 CKADS2025 39 1.4140 1.4550 2019 001 10 435.48 0.72 NaN NaN NaN NaN 197.4 11.2 NaN 886 1 0.020
site06 CKADS2025 39 1.4560 1.4970 2019 001 11 433.38 1.58 NaN NaN NaN NaN 200.3 24.3 NaN 886 1 0.020
site06 CKADS2025 39 1.4970 1.5390 2019 001 12 431.87 1.02 NaN NaN NaN NaN 189.8 11.8 NaN 886 1 0.020
site06 CKADS2025 39 1.5390 1.5810 2019 001 13 433.18 0.95 NaN NaN NaN NaN 200.0 12.5 NaN 886 1 0.020
site06 CKADS2025 39 1.5810 1.6220 2019 001 14 433.73 1.52 NaN NaN NaN NaN 205.8 15.4 NaN 885 1 0.020
site06 CKADS2025 39 1.6220 1.6640 2019 001 15 431.85 1.75 NaN NaN NaN NaN 197.7 19.4 NaN 885 1 0.020
site06 CKADS2025 39 1.6640 1.7060 2019 001 16 431.11 1.76 NaN NaN NaN NaN 191.7 15.4 NaN 886 1 0.020
site06 CKADS2025 39 1.7060 1.7470 2019 001 17 430.40 2.23 NaN NaN NaN NaN 188.9 17.8 NaN 885 1 0.020
site06 CKADS2025 39 1.7470 1.7890 2019 001 18 429.52 2.36 NaN NaN NaN NaN 181.7 18.2 NaN 885 1 0.020
site06 CKADS2025 39 1.7890 1.8300 2019 001 19 427.98 3.17 NaN NaN NaN NaN 176.4 22.8 NaN 885 1 0.030
site06 CKADS2025 39 1.8310 1.8720 2019 001 20 426.52 2.99 NaN NaN NaN NaN 165.5 21.0 NaN 885 1 0.030
site06 CKADS2025 39 1.8720 1.9140 2019 001 21 425.65 2.64 NaN NaN NaN NaN 162.3 22.0 NaN 885 1 0.020
site06 CKADS2025 39 1.9140 1.9550 2019 001 22 425.29 2.72 NaN NaN NaN NaN 158.7 19.8 NaN 885 1 0.020
site06 CKADS2025 39 1.9560 1.9970 2019 001 23 425.78 2.51 NaN NaN NaN NaN 164.2 21.7 NaN 885 1 0.020
site06 CKADS2025 39 1.9970 2.0390 2019 002 00 426.37 1.68 NaN NaN NaN NaN 163.0 16.8 NaN 886 1 0.020
site06 CKADS2025 39 2.0390 2.0800 2019 002 01 425.77 2.13 NaN NaN NaN NaN 159.7 18.8 NaN 653 1 0.020
site06 CKADS2025 39 2.0810 2.1220 2019 002 02 424.67 1.20 NaN NaN NaN NaN 159.6 17.1 NaN 886 1 0.020
site06 CKADS2025 39 2.1220 2.1640 2019 002 03 424.51 1.15 NaN NaN NaN NaN 157.3 22.0 NaN 885 1 0.020
site06 CKADS2025 39 2.1640 2.2050 2019 002 04 424.28 0.69 NaN NaN NaN NaN 160.4 12.9 NaN 885 1 0.020
site06 CKADS2025 39 2.2060 2.2470 2019 002 05 422.41 0.70 NaN NaN NaN NaN 141.6 11.1 NaN 885 1 0.030
site06 CKADS2025 39 2.2470 2.2890 2019 002 06 423.41 0.69 NaN NaN NaN NaN 142.5 11.8 NaN 885 1 0.030
site06 CKADS2025 39 2.2890 2.3310 2019 002 07 423.51 0.53 NaN NaN NaN NaN 142.3 11.4 NaN 885 1 0.030
site06 CKADS2025 39 2.3310 2.3720 2019 002 08 424.00 0.51 NaN NaN NaN NaN 144.1 12.2 NaN 885 1 0.030
site06 CKADS2025 39 2.3720 2.4140 2019 002 09 425.35 0.45 NaN NaN NaN NaN 140.5 10.7 NaN 885 1 0.030
site06 CKADS2025 39 2.4140 2.4560 2019 002 10 427.42 0.97 NaN NaN NaN NaN 146.2 10.8 NaN 885 1 0.030
site06 CKADS2025 39 2.4560 2.4970 2019 002 11 429.51 1.80 NaN NaN NaN NaN 158.9 24.5 NaN 885 1 0.030
site06 CKADS2025 39 2.4970 2.5390 2019 002 12 431.93 2.02 NaN NaN NaN NaN 181.5 17.8 NaN 885 1 0.030
site06 CKADS2025 39 2.5390 2.5800 2019 002 13 440.18 2.97 NaN NaN NaN NaN 246.1 28.4 NaN 885 1 0.030
site06 CKADS2025 39 2.5810 2.6220 2019 002 14 441.47 4.94 NaN NaN NaN NaN 250.2 34.8 NaN 885 1 0.030
site06 CKADS2025 39 2.6220 2.6640 2019 002 15 435.38 2.87 NaN NaN NaN NaN 215.4 20.7 NaN 885 1 0.030
site06 CKADS2025 39 2.6640 2.7060 2019 002 16 432.69 2.21 NaN NaN NaN NaN 205.0 19.8 NaN 886 1 0.020
